shape_id,begin,end
2-T2-sj2-9.101.R,"1","768"
21-868-sj2-1.2.R,"1","231"
2-T2-sj2-9.100.R,"1","744"
21-868-sj2-1.1.R,"1","288"
2-T2-sj2-9.10.H,"1","779"
21-869-sj2-1.5.R,"1","138"
2-T2-sj2-9.1.R,"1","335"
21-869-sj2-1.4.H,"1","80"
21-869-sj2-1.3.H,"1","178"
21-869-sj2-1.2.H,"1","516"
21-869-sj2-1.15.H,"1","798"
2-T2-sj2-9.111.R,"1","766"
21-869-sj2-1.14.R,"1","217"
21-869-sj2-1.13.R,"1","768"
21-869-sj2-1.12.H,"1","485"
2-T2-sj2-9.109.H,"1","869"
21-870-sj2-1.12.R,"1","780"
2-T2-sj2-9.108.R,"1","767"
21-870-sj2-1.11.R,"1","1306"
21-870-sj2-1.10.H,"1","444"
21-870-sj2-1.1.R,"1","409"
21-869-sj2-1.9.R,"1","661"
21-869-sj2-1.8.H,"1","743"
21-869-sj2-1.7.R,"1","185"
21-869-sj2-1.6.H,"1","318"
21-870-sj2-1.2.R,"1","935"
2-T3-sj2-9.29.R,"1","745"
21-870-sj2-1.19.H,"1","1106"
2-T3-sj2-9.42.H,"1","695"
21-870-sj2-1.18.H,"1","1090"
2-T3-sj2-9.41.R,"1","684"
2-T3-sj2-9.40.H,"1","699"
21-870-sj2-1.16.R,"1","523"
2-T3-sj2-9.4.H,"1","649"
21-870-sj2-1.15.R,"1","1094"
2-T3-sj2-9.39.R,"1","686"
21-870-sj2-1.14.R,"1","1205"
2-T3-sj2-9.38.H,"1","696"
2-T3-sj2-9.37.R,"1","686"
22-802-sj2-1.10.H,"1","218"
2-T3-sj2-9.36.H,"1","691"
2-T3-sj2-9.50.H,"1","696"
22-801-sj2-1.6.R,"1","685"
22-801-sj2-1.5.R,"1","473"
2-T3-sj2-9.49.R,"1","680"
22-801-sj2-1.4.H,"1","497"
2-T3-sj2-9.48.R,"1","677"
22-801-sj2-1.3.H,"1","624"
76-623-sj2-1.2.H,"1","7688"
22-801-sj2-1.2.H,"1","699"
76-623-sj2-1.1.H,"1","7526"
22-801-sj2-1.1.R,"1","482"
76-622-sj2-1.2.R,"1","7462"
2-T3-sj2-9.44.H,"1","698"
76-622-sj2-1.1.R,"1","7352"
2-T3-sj2-9.43.H,"1","690"
76-621-sj2-1.2.H,"1","7684"
2-T3-sj2-9.58.H,"1","210"
76-621-sj2-1.1.H,"1","7522"
2-T3-sj2-9.57.H,"1","693"
22-802-sj2-1.15.H,"1","788"
2-T3-sj2-9.56.R,"1","684"
2-T3-sj2-9.55.R,"1","684"
22-802-sj2-1.13.H,"1","213"
76-634-sj2-1.1.R,"1","3484"
2-T3-sj2-9.54.R,"1","211"
22-802-sj2-1.12.R,"1","244"
76-633-sj2-1.1.H,"1","3484"
2-T3-sj2-9.53.R,"1","684"
22-802-sj2-1.11.H,"1","800"
76-632-sj2-1.1.R,"1","3486"
2-T3-sj2-9.52.H,"1","698"
22-802-sj2-1.25.R,"1","814"
76-631-sj2-1.1.H,"1","3477"
2-T3-sj2-9.51.R,"1","685"
22-802-sj2-1.24.H,"1","823"
76-624-sj2-1.4.R,"1","8228"
76-624-sj2-1.3.R,"1","8118"
2-T3-sj2-9.64.H,"1","649"
76-624-sj2-1.2.R,"1","8117"
2-T3-sj2-9.63.H,"1","670"
22-802-sj2-1.21.R,"1","340"
76-624-sj2-1.1.R,"1","8227"
22-802-sj2-1.20.H,"1","326"
2-T3-sj2-9.61.H,"1","693"
2-T3-sj2-9.60.H,"1","210"
2-T3-sj2-9.6.R,"1","553"
22-803-sj2-1.1.R,"1","233"
22-802-sj2-1.9.R,"1","331"
22-802-sj2-1.8.R,"1","791"
22-802-sj2-1.7.R,"1","782"
22-802-sj2-1.6.H,"1","807"
2-T3-sj2-9.7.H,"1","668"
22-802-sj2-1.4.H,"1","307"
22-802-sj2-1.3.H,"1","830"
2-T3-sj2-9.8.R,"1","555"
22-804-sj2-1.13.H,"1","733"
2-T3-sj2-9.79.R,"1","551"
2-T3-sj2-9.78.H,"1","668"
22-804-sj2-1.11.R,"1","1010"
22-804-sj2-1.10.H,"1","490"
22-804-sj2-1.1.H,"1","983"
22-803-sj2-1.2.R,"1","425"
22-804-sj2-1.22.R,"1","942"
22-804-sj2-1.21.R,"1","490"
22-804-sj2-1.20.H,"1","391"
22-804-sj2-1.2.H,"1","997"
22-804-sj2-1.18.R,"1","480"
22-804-sj2-1.16.R,"1","388"
22-805-sj2-1.1.R,"1","680"
22-804-sj2-1.9.H,"1","1033"
2-T2-sj2-9.64.R,"1","739"
22-804-sj2-1.8.H,"1","1033"
2-T2-sj2-9.63.R,"1","793"
22-804-sj2-1.7.R,"1","985"
2-T2-sj2-9.62.R,"1","771"
22-804-sj2-1.6.R,"1","707"
2-T2-sj2-9.61.R,"1","747"
22-804-sj2-1.5.H,"1","489"
22-804-sj2-1.4.H,"1","953"
22-804-sj2-1.3.R,"1","932"
22-805-sj2-1.4.H,"1","694"
22-805-sj2-1.3.H,"1","693"
2-T2-sj2-9.71.R,"1","745"
22-805-sj2-1.2.R,"1","373"
2-T2-sj2-9.70.H,"1","730"
22-805-sj2-1.14.H,"1","423"
22-805-sj2-1.13.H,"1","324"
2-T2-sj2-9.69.H,"1","724"
22-805-sj2-1.12.H,"1","369"
2-T2-sj2-9.68.R,"1","743"
22-805-sj2-1.11.R,"1","412"
22-805-sj2-1.10.R,"1","305"
2-T2-sj2-9.66.H,"1","881"
2-T2-sj2-9.65.H,"1","888"
2-T2-sj2-9.8.H,"1","869"
2-T2-sj2-9.78.H,"1","733"
2-T2-sj2-9.77.H,"1","731"
2-T2-sj2-9.76.R,"1","513"
2-T2-sj2-9.75.R,"1","520"
2-T2-sj2-9.74.H,"1","869"
2-T2-sj2-9.72.H,"1","731"
2-T2-sj2-9.89.H,"1","854"
2-T2-sj2-9.88.H,"1","873"
2-T2-sj2-9.86.R,"1","771"
2-T2-sj2-9.85.R,"1","747"
2-T2-sj2-9.84.R,"1","664"
2-T2-sj2-9.83.H,"1","728"
2-T2-sj2-9.96.H,"1","828"
2-T2-sj2-9.95.H,"1","877"
2-T2-sj2-9.94.H,"1","851"
2-T2-sj2-9.93.H,"1","851"
2-T2-sj2-9.92.H,"1","881"
2-T2-sj2-9.91.H,"1","857"
2-T2-sj2-9.90.H,"1","880"
2-T2-sj2-9.9.H,"1","327"
2-T3-sj2-9.13.R,"1","558"
2-T3-sj2-9.11.H,"1","649"
2-T3-sj2-9.10.H,"1","670"
2-T2-sj2-9.98.R,"1","761"
2-T2-sj2-9.97.H,"1","885"
2-T3-sj2-9.20.H,"1","649"
2-T3-sj2-9.18.H,"1","670"
2-T3-sj2-9.17.H,"1","659"
2-T3-sj2-9.15.R,"1","553"
32-S14-9-sj2-1.1.R,"1","649"
2-T3-sj2-9.24.R,"1","553"
2-T3-sj2-9.22.H,"1","659"
2-T3-sj2-9.21.H,"1","659"
32-S15-0-sj2-1.1.H,"1","628"
76-SHL-sj2-1.15.R,"1","1999"
76-SHL-sj2-1.14.R,"1","2789"
21-403-2-sj2-1.1.H,"1","503"
21-403-1-sj2-1.1.H,"1","518"
21-402-8-sj2-1.1.H,"1","1079"
76-SHL-sj2-1.7.H,"1","2957"
76-SHL-sj2-1.4.H,"1","2153"
76-SHL-sj2-1.2.R,"1","2009"
21-403-6-sj2-1.1.H,"1","463"
21-851-sj2-1.3.H,"1","538"
21-851-sj2-1.2.H,"1","461"
21-851-sj2-1.14.R,"1","447"
21-851-sj2-1.13.H,"1","635"
21-851-sj2-1.12.H,"1","372"
21-851-sj2-1.11.R,"1","521"
21-851-sj2-1.10.H,"1","575"
21-851-sj2-1.1.R,"1","500"
21-852-sj2-1.10.R,"1","592"
21-852-sj2-1.1.R,"1","652"
21-851-sj2-1.9.R,"1","506"
21-851-sj2-1.8.R,"1","432"
21-851-sj2-1.7.H,"1","702"
21-851-sj2-1.6.R,"1","515"
21-851-sj2-1.5.R,"1","536"
21-851-sj2-1.4.H,"1","627"
21-852-sj2-1.18.H,"1","630"
21-852-sj2-1.17.H,"1","909"
21-852-sj2-1.16.R,"1","591"
21-852-sj2-1.15.R,"1","521"
21-852-sj2-1.14.R,"1","667"
21-852-sj2-1.13.H,"1","562"
21-852-sj2-1.12.R,"1","717"
21-852-sj2-1.11.R,"1","619"
21-207-1-sj2-1.1.H,"1","678"
21-207-0-sj2-1.1.H,"1","270"
21-206-9-sj2-1.1.H,"1","345"
21-206-8-sj2-1.1.H,"1","279"
21-206-7-sj2-1.1.H,"1","271"
21-206-5-sj2-1.1.H,"1","385"
21-206-4-sj2-1.1.H,"1","190"
21-206-3-sj2-1.1.H,"1","233"
21-300-2-sj2-1.1.R,"1","328"
21-208-2-sj2-1.1.H,"1","330"
21-208-0-sj2-1.1.H,"1","413"
32-S10-2-sj2-1.1.H,"1","312"
21-207-8-sj2-1.1.H,"1","549"
32-S10-1-sj2-1.1.R,"1","353"
21-207-7-sj2-1.1.H,"1","545"
21-207-6-sj2-1.1.H,"1","699"
21-301-0-sj2-1.1.R,"1","607"
32-S10-7-sj2-1.1.R,"1","447"
32-S10-5-sj2-1.1.H,"1","270"
32-S10-4-sj2-1.1.H,"1","270"
32-S10-3-sj2-1.1.R,"1","287"
21-301-6-sj2-1.1.R,"1","1070"
21-302-9-sj2-1.1.R,"1","747"
21-302-4-sj2-1.1.R,"1","654"
21-303-3-sj2-1.1.R,"1","530"
21-401-1-sj2-1.1.H,"1","289"
21-401-0-sj2-1.1.H,"1","395"
21-400-9-sj2-1.1.H,"1","607"
21-856-sj2-1.14.R,"1","812"
21-856-sj2-1.13.R,"1","863"
21-856-sj2-1.12.R,"1","822"
21-856-sj2-1.11.R,"1","844"
21-856-sj2-1.10.R,"1","698"
21-856-sj2-1.1.H,"1","166"
21-855-sj2-1.9.R,"1","151"
21-855-sj2-1.8.R,"1","784"
21-856-sj2-1.21.H,"1","754"
21-856-sj2-1.20.H,"1","883"
21-856-sj2-1.2.R,"1","795"
21-856-sj2-1.19.H,"1","901"
21-856-sj2-1.18.H,"1","865"
21-856-sj2-1.17.H,"1","736"
21-856-sj2-1.16.R,"1","859"
21-856-sj2-1.15.R,"1","755"
21-856-sj2-1.9.R,"1","827"
21-856-sj2-1.8.R,"1","723"
21-856-sj2-1.7.R,"1","683"
21-856-sj2-1.5.R,"1","715"
21-856-sj2-1.3.R,"1","778"
21-856-sj2-1.26.R,"1","135"
21-856-sj2-1.22.H,"1","772"
21-857-sj2-1.16.H,"1","1133"
21-857-sj2-1.15.R,"1","346"
21-857-sj2-1.14.R,"1","641"
21-857-sj2-1.13.R,"1","677"
21-857-sj2-1.12.R,"1","344"
21-857-sj2-1.11.R,"1","755"
21-857-sj2-1.1.R,"1","365"
21-857-sj2-1.23.H,"1","824"
21-857-sj2-1.22.H,"1","653"
21-857-sj2-1.21.H,"1","746"
21-857-sj2-1.20.H,"1","747"
21-857-sj2-1.2.H,"1","479"
21-857-sj2-1.19.H,"1","606"
21-857-sj2-1.18.H,"1","782"
21-857-sj2-1.17.H,"1","729"
21-857-sj2-1.30.R,"1","430"
21-857-sj2-1.3.H,"1","385"
21-857-sj2-1.29.R,"1","440"
21-857-sj2-1.28.R,"1","380"
21-857-sj2-1.27.H,"1","307"
21-857-sj2-1.26.H,"1","684"
21-857-sj2-1.25.H,"1","617"
21-857-sj2-1.24.H,"1","783"
21-857-sj2-1.8.R,"1","626"
21-857-sj2-1.7.R,"1","806"
21-857-sj2-1.6.R,"1","770"
21-857-sj2-1.5.H,"1","416"
21-857-sj2-1.4.R,"1","425"
21-857-sj2-1.33.H,"1","361"
21-857-sj2-1.32.R,"1","467"
21-857-sj2-1.31.R,"1","476"
21-859-sj2-1.4.R,"1","190"
21-859-sj2-1.3.R,"1","346"
21-859-sj2-1.2.H,"1","182"
21-859-sj2-1.1.H,"1","362"
