locality,Jobs,cutoff,X,T_freq,L_freq
LIVERPOOL,62373.3468854693,30,38,30.0,30.0
MOOREBANK,26649.098742679304,30,38,30.0,30.0
WARWICK FARM,54122.682121392194,30,38,30.0,30.0
WATTLE GROVE,4084.1965499874104,30,38,30.0,30.0
CHIPPING NORTON,17878.715963512,30,38,30.0,30.0
HOLSWORTHY,6385.52058456603,30,38,30.0,30.0
HAMMONDVILLE,5506.5033832769395,30,38,30.0,30.0
MOUNT PRITCHARD,55912.8152173913,30,38,30.0,30.0
PRESTONS,21051.1454001496,30,38,30.0,30.0
VOYAGER POINT,2833.2344110854497,30,38,30.0,30.0
PLEASURE POINT,850.544964028777,30,38,30.0,30.0
WEST HOXTON,22827.363208556202,30,38,30.0,30.0
CECIL HILLS,4924.47577828398,30,38,30.0,30.0
HOXTON PARK,31123.0831163629,30,38,30.0,30.0
HINCHINBROOK,20642.2724832215,30,38,30.0,30.0
GREEN VALLEY,17011.149429324,30,38,30.0,30.0
HORNINGSEA PARK,14203.8046561413,30,38,30.0,30.0
MIDDLETON GRANGE,30472.0397098598,30,38,30.0,30.0
DENHAM COURT,814.0016877637131,30,38,30.0,30.0
EDMONDSON PARK,10038.6960560212,30,38,30.0,30.0
LUDDENHAM,6220.87692307692,30,38,30.0,30.0
CARNES HILL,26688.9991394148,30,38,30.0,30.0
ELIZABETH HILLS,8020.144248106741,30,38,30.0,30.0
CECIL PARK,323.0,30,38,30.0,30.0
LEN WATERS ESTATE,,30,38,30.0,30.0
LEPPINGTON,4943.38033395176,30,38,30.0,30.0
BRINGELLY,11904.9547745829,30,38,30.0,30.0
GREENDALE,441.75,30,38,30.0,30.0
BADGERYS CREEK,37796.5463659148,30,38,30.0,30.0
KEMPS CREEK,36496.5733301065,30,38,30.0,30.0
WALLACIA,183.617699115044,30,38,30.0,30.0
AUSTRAL,29707.868129562798,30,38,30.0,30.0
ROSSMORE,37267.4416660333,30,38,30.0,30.0
SILVERDALE,12.3448275862069,30,38,30.0,30.0
BUSBY,126751.89796819801,45,38,30.0,30.0
MILLER,149236.374799786,45,38,30.0,30.0
CASULA,102941.46515142,45,38,30.0,30.0
CARTWRIGHT,217588.32571007,45,38,30.0,30.0
HECKENBERG,110579.82761904801,45,38,30.0,30.0
SADLEIR,97644.091519219,45,38,30.0,30.0
LURNEA,135072.253507234,45,38,30.0,30.0
ASHCROFT,86782.5593993028,45,38,30.0,30.0
LIVERPOOL,193159.99044158,45,38,30.0,30.0
MOOREBANK,146405.72756685902,45,38,30.0,30.0
WARWICK FARM,182546.58635493,45,38,30.0,30.0
WATTLE GROVE,14862.9152606396,45,38,30.0,30.0
CHIPPING NORTON,116359.864538198,45,38,30.0,30.0
HOLSWORTHY,52001.066654785194,45,38,30.0,30.0
HAMMONDVILLE,15473.739971000501,45,38,30.0,30.0
MOUNT PRITCHARD,152816.44927536199,45,38,30.0,30.0
PRESTONS,98991.08152580401,45,38,30.0,30.0
VOYAGER POINT,20346.7205542725,45,38,30.0,30.0
PLEASURE POINT,5597.01978417266,45,38,30.0,30.0
WEST HOXTON,121658.93668449199,45,38,30.0,30.0
CECIL HILLS,33290.7738800304,45,38,30.0,30.0
HOXTON PARK,140829.0510715,45,38,30.0,30.0
HINCHINBROOK,118901.220805369,45,38,30.0,30.0
GREEN VALLEY,99373.0063213345,45,38,30.0,30.0
HORNINGSEA PARK,93846.49317634471,45,38,30.0,30.0
MIDDLETON GRANGE,153761.63572658,45,38,30.0,30.0
DENHAM COURT,3049.6751054852302,45,38,30.0,30.0
EDMONDSON PARK,68368.9729690505,45,38,30.0,30.0
LUDDENHAM,8610.48391608392,45,38,30.0,30.0
CARNES HILL,117312.96041308099,45,38,30.0,30.0
ELIZABETH HILLS,50252.027407140304,45,38,30.0,30.0
CECIL PARK,323.0,45,38,30.0,30.0
LEN WATERS ESTATE,,45,38,30.0,30.0
LEPPINGTON,21764.2782931354,45,38,30.0,30.0
BRINGELLY,52582.8763933262,45,38,30.0,30.0
GREENDALE,912.416666666667,45,38,30.0,30.0
BADGERYS CREEK,147225.243107769,45,38,30.0,30.0
KEMPS CREEK,153606.755082285,45,38,30.0,30.0
WALLACIA,1354.30265486726,45,38,30.0,30.0
AUSTRAL,122239.45987524801,45,38,30.0,30.0
ROSSMORE,135212.723037167,45,38,30.0,30.0
SILVERDALE,137.551724137931,45,38,30.0,30.0
BUSBY,445502.578621908,60,38,30.0,30.0
MILLER,460524.89375333703,60,38,30.0,30.0
CASULA,364602.362148209,60,38,30.0,30.0
CARTWRIGHT,1023242.69679085,60,38,30.0,30.0
HECKENBERG,344803.866349206,60,38,30.0,30.0
SADLEIR,289035.291336181,60,38,30.0,30.0
LURNEA,490524.230491013,60,38,30.0,30.0
ASHCROFT,249623.53580048302,60,38,30.0,30.0
LIVERPOOL,952740.670395397,60,38,30.0,30.0
MOOREBANK,904944.628783225,60,38,30.0,30.0
WARWICK FARM,828280.2048741829,60,38,30.0,30.0
WATTLE GROVE,104562.678922186,60,38,30.0,30.0
CHIPPING NORTON,569836.797035348,60,38,30.0,30.0
HOLSWORTHY,381837.291748351,60,38,30.0,30.0
HAMMONDVILLE,100441.605364911,60,38,30.0,30.0
MOUNT PRITCHARD,577938.510869565,60,38,30.0,30.0
PRESTONS,265402.47187733697,60,38,30.0,30.0
VOYAGER POINT,267702.87644341803,60,38,30.0,30.0
PLEASURE POINT,87855.595323741,60,38,30.0,30.0
WEST HOXTON,294997.528235294,60,38,30.0,30.0
CECIL HILLS,176030.44798785102,60,38,30.0,30.0
HOXTON PARK,338955.725015021,60,38,30.0,30.0
HINCHINBROOK,350405.011601151,60,38,30.0,30.0
GREEN VALLEY,351580.315276558,60,38,30.0,30.0
HORNINGSEA PARK,206768.774685577,60,38,30.0,30.0
MIDDLETON GRANGE,393034.548807475,60,38,30.0,30.0
DENHAM COURT,26914.1988185654,60,38,30.0,30.0
EDMONDSON PARK,174735.474765067,60,38,30.0,30.0
LUDDENHAM,11343.1874125874,60,38,30.0,30.0
CARNES HILL,297914.34767642,60,38,30.0,30.0
ELIZABETH HILLS,210153.092679409,60,38,30.0,30.0
CECIL PARK,323.0,60,38,30.0,30.0
LEN WATERS ESTATE,,60,38,30.0,30.0
LEPPINGTON,99020.038961039,60,38,30.0,30.0
BRINGELLY,175360.120127796,60,38,30.0,30.0
GREENDALE,1584.66666666667,60,38,30.0,30.0
BADGERYS CREEK,396142.654135338,60,38,30.0,30.0
KEMPS CREEK,466493.208938367,60,38,30.0,30.0
WALLACIA,9802.84424778761,60,38,30.0,30.0
AUSTRAL,295019.364423373,60,38,30.0,30.0
ROSSMORE,333856.711484381,60,38,30.0,30.0
SILVERDALE,669.103448275862,60,38,30.0,30.0
BUSBY,2292.88427561837,15,39,60.0,60.0
MILLER,3283.78554903008,15,39,60.0,60.0
CASULA,1044.30812818737,15,39,60.0,60.0
CARTWRIGHT,4167.70970121726,15,39,60.0,60.0
HECKENBERG,1464.03841269841,15,39,60.0,60.0
SADLEIR,1830.28248932276,15,39,60.0,60.0
LURNEA,2586.4962735642303,15,39,60.0,60.0
ASHCROFT,1236.016358273,15,39,60.0,60.0
LIVERPOOL,13382.0259118354,15,39,60.0,60.0
MOOREBANK,1579.99492157104,15,39,60.0,60.0
WARWICK FARM,11036.2548048346,15,39,60.0,60.0
WATTLE GROVE,777.5886426592799,15,39,60.0,60.0
CHIPPING NORTON,1782.1044469783399,15,39,60.0,60.0
HOLSWORTHY,1227.71644983069,15,39,60.0,60.0
HAMMONDVILLE,1756.19961333978,15,39,60.0,60.0
MOUNT PRITCHARD,998.9365942028991,15,39,60.0,60.0
PRESTONS,1021.3664921466001,15,39,60.0,60.0
VOYAGER POINT,191.905311778291,15,39,60.0,60.0
PLEASURE POINT,145.23381294964,15,39,60.0,60.0
WEST HOXTON,1219.6385026738,15,39,60.0,60.0
CECIL HILLS,690.038420652999,15,39,60.0,60.0
HOXTON PARK,2161.44502303224,15,39,60.0,60.0
HINCHINBROOK,1429.21342281879,15,39,60.0,60.0
GREEN VALLEY,1708.42089552239,15,39,60.0,60.0
HORNINGSEA PARK,1472.83783783784,15,39,60.0,60.0
MIDDLETON GRANGE,1161.51573641505,15,39,60.0,60.0
DENHAM COURT,140.513755274262,15,39,60.0,60.0
EDMONDSON PARK,617.055694640978,15,39,60.0,60.0
LUDDENHAM,2351.53286713287,15,39,60.0,60.0
CARNES HILL,2074.18201376936,15,39,60.0,60.0
ELIZABETH HILLS,593.642264695276,15,39,60.0,60.0
CECIL PARK,323.0,15,39,60.0,60.0
LEN WATERS ESTATE,,15,39,60.0,60.0
LEPPINGTON,136.547309833024,15,39,60.0,60.0
BRINGELLY,2116.31260205893,15,39,60.0,60.0
GREENDALE,108.083333333333,15,39,60.0,60.0
BADGERYS CREEK,1192.5037593985,15,39,60.0,60.0
KEMPS CREEK,1084.4937076476301,15,39,60.0,60.0
WALLACIA,15.918584070796499,15,39,60.0,60.0
AUSTRAL,4496.522335039579,15,39,60.0,60.0
ROSSMORE,1121.18856882268,15,39,60.0,60.0
SILVERDALE,0.206896551724138,15,39,60.0,60.0
BUSBY,28548.9810070671,30,39,60.0,60.0
MILLER,32828.179035415604,30,39,60.0,60.0
CASULA,20149.145375558797,30,39,60.0,60.0
CARTWRIGHT,70985.0228697897,30,39,60.0,60.0
HECKENBERG,32260.5828571429,30,39,60.0,60.0
SADLEIR,19627.7431360586,30,39,60.0,60.0
LURNEA,45534.34820254269,30,39,60.0,60.0
ASHCROFT,24932.668007508702,30,39,60.0,60.0
LIVERPOOL,62321.327882194804,30,39,60.0,60.0
MOOREBANK,26649.098742679304,30,39,60.0,60.0
WARWICK FARM,54122.682121392194,30,39,60.0,60.0
WATTLE GROVE,4084.1965499874104,30,39,60.0,60.0
CHIPPING NORTON,17878.715963512,30,39,60.0,60.0
HOLSWORTHY,6385.52058456603,30,39,60.0,60.0
HAMMONDVILLE,5506.5033832769395,30,39,60.0,60.0
MOUNT PRITCHARD,55912.8152173913,30,39,60.0,60.0
PRESTONS,19375.6246073298,30,39,60.0,60.0
VOYAGER POINT,2833.2344110854497,30,39,60.0,60.0
PLEASURE POINT,850.544964028777,30,39,60.0,60.0
WEST HOXTON,15479.3456684492,30,39,60.0,60.0
CECIL HILLS,4917.87790432802,30,39,60.0,60.0
HOXTON PARK,23111.895653915497,30,39,60.0,60.0
HINCHINBROOK,19235.5976030681,30,39,60.0,60.0
GREEN VALLEY,17010.1604916593,30,39,60.0,60.0
HORNINGSEA PARK,8638.055392025692,30,39,60.0,60.0
MIDDLETON GRANGE,27610.5614703713,30,39,60.0,60.0
DENHAM COURT,814.0016877637131,30,39,60.0,60.0
EDMONDSON PARK,9804.8410435035,30,39,60.0,60.0
LUDDENHAM,6220.87692307692,30,39,60.0,60.0
CARNES HILL,18614.0443201377,30,39,60.0,60.0
ELIZABETH HILLS,8020.144248106741,30,39,60.0,60.0
CECIL PARK,323.0,30,39,60.0,60.0
LEN WATERS ESTATE,,30,39,60.0,60.0
LEPPINGTON,4943.38033395176,30,39,60.0,60.0
BRINGELLY,11764.421086262,30,39,60.0,60.0
GREENDALE,441.75,30,39,60.0,60.0
BADGERYS CREEK,23482.5739348371,30,39,60.0,60.0
KEMPS CREEK,23765.538076799,30,39,60.0,60.0
WALLACIA,183.617699115044,30,39,60.0,60.0
AUSTRAL,20163.726790859,30,39,60.0,60.0
ROSSMORE,21765.8973170176,30,39,60.0,60.0
SILVERDALE,12.3448275862069,30,39,60.0,60.0
BUSBY,126611.284673145,45,39,60.0,60.0
MILLER,140762.362164086,45,39,60.0,60.0
CASULA,102525.019895486,45,39,60.0,60.0
CARTWRIGHT,201359.36591663602,45,39,60.0,60.0
HECKENBERG,109762.18761904801,45,39,60.0,60.0
SADLEIR,97494.2141549725,45,39,60.0,60.0
LURNEA,130413.05699254699,45,39,60.0,60.0
ASHCROFT,86427.1010994905,45,39,60.0,60.0
LIVERPOOL,192883.707114871,45,39,60.0,60.0
MOOREBANK,146405.72756685902,45,39,60.0,60.0
WARWICK FARM,182546.58635493,45,39,60.0,60.0
WATTLE GROVE,14862.9152606396,45,39,60.0,60.0
CHIPPING NORTON,116359.864538198,45,39,60.0,60.0
HOLSWORTHY,52001.066654785194,45,39,60.0,60.0
HAMMONDVILLE,15473.739971000501,45,39,60.0,60.0
MOUNT PRITCHARD,152889.20108695698,45,39,60.0,60.0
PRESTONS,94173.2528795812,45,39,60.0,60.0
VOYAGER POINT,20346.7205542725,45,39,60.0,60.0
PLEASURE POINT,5597.01978417266,45,39,60.0,60.0
WEST HOXTON,95432.1931550802,45,39,60.0,60.0
CECIL HILLS,30587.2054669704,45,39,60.0,60.0
HOXTON PARK,110114.614059684,45,39,60.0,60.0
HINCHINBROOK,111169.121668265,45,39,60.0,60.0
GREEN VALLEY,98995.24995610179,45,39,60.0,60.0
HORNINGSEA PARK,71147.86058335559,45,39,60.0,60.0
MIDDLETON GRANGE,134329.995205311,45,39,60.0,60.0
DENHAM COURT,3049.6751054852302,45,39,60.0,60.0
EDMONDSON PARK,67408.2639962266,45,39,60.0,60.0
LUDDENHAM,8610.48391608392,45,39,60.0,60.0
CARNES HILL,91761.2362306368,45,39,60.0,60.0
ELIZABETH HILLS,50032.650558961395,45,39,60.0,60.0
CECIL PARK,323.0,45,39,60.0,60.0
LEN WATERS ESTATE,,45,39,60.0,60.0
LEPPINGTON,21764.2782931354,45,39,60.0,60.0
BRINGELLY,52000.35569755059,45,39,60.0,60.0
GREENDALE,912.416666666667,45,39,60.0,60.0
BADGERYS CREEK,108205.44110275699,45,39,60.0,60.0
KEMPS CREEK,114534.62399161,45,39,60.0,60.0
WALLACIA,1354.30265486726,45,39,60.0,60.0
AUSTRAL,91478.1290733126,45,39,60.0,60.0
ROSSMORE,102484.18849281801,45,39,60.0,60.0
SILVERDALE,137.551724137931,45,39,60.0,60.0
BUSBY,443923.061174912,60,39,60.0,60.0
MILLER,445160.93824523897,60,39,60.0,60.0
CASULA,363910.611219543,60,39,60.0,60.0
CARTWRIGHT,999661.3378826999,60,39,60.0,60.0
HECKENBERG,342215.591111111,60,39,60.0,60.0
SADLEIR,288782.045454545,60,39,60.0,60.0
LURNEA,483637.65760631295,60,39,60.0,60.0
ASHCROFT,248634.44381871802,60,39,60.0,60.0
LIVERPOOL,952317.8065792209,60,39,60.0,60.0
MOOREBANK,904940.402465495,60,39,60.0,60.0
WARWICK FARM,828280.2048741829,60,39,60.0,60.0
WATTLE GROVE,104562.678922186,60,39,60.0,60.0
CHIPPING NORTON,569835.61995439,60,39,60.0,60.0
HOLSWORTHY,381837.291748351,60,39,60.0,60.0
HAMMONDVILLE,100442.314886419,60,39,60.0,60.0
MOUNT PRITCHARD,578139.891304348,60,39,60.0,60.0
PRESTONS,257820.68504113698,60,39,60.0,60.0
VOYAGER POINT,267702.87644341803,60,39,60.0,60.0
PLEASURE POINT,87855.595323741,60,39,60.0,60.0
WEST HOXTON,255917.09315508,60,39,60.0,60.0
CECIL HILLS,157575.359908884,60,39,60.0,60.0
HOXTON PARK,301841.707790907,60,39,60.0,60.0
HINCHINBROOK,336779.51342281897,60,39,60.0,60.0
GREEN VALLEY,348123.887093942,60,39,60.0,60.0
HORNINGSEA PARK,177474.61653732898,60,39,60.0,60.0
MIDDLETON GRANGE,373564.929432014,60,39,60.0,60.0
DENHAM COURT,26914.1988185654,60,39,60.0,60.0
EDMONDSON PARK,173355.772069228,60,39,60.0,60.0
LUDDENHAM,11339.0027972028,60,39,60.0,60.0
CARNES HILL,258151.312822719,60,39,60.0,60.0
ELIZABETH HILLS,203325.200504868,60,39,60.0,60.0
CECIL PARK,323.0,60,39,60.0,60.0
LEN WATERS ESTATE,,60,39,60.0,60.0
LEPPINGTON,93741.29313543599,60,39,60.0,60.0
BRINGELLY,169587.526020589,60,39,60.0,60.0
GREENDALE,1584.66666666667,60,39,60.0,60.0
BADGERYS CREEK,334199.741854637,60,39,60.0,60.0
KEMPS CREEK,412806.21611810295,60,39,60.0,60.0
WALLACIA,9802.84424778761,60,39,60.0,60.0
AUSTRAL,236927.323221728,60,39,60.0,60.0
ROSSMORE,272961.139697499,60,39,60.0,60.0
SILVERDALE,669.103448275862,60,39,60.0,60.0
BUSBY,2296.40238515901,15,40,2.0,1.0
MILLER,3284.11122975618,15,40,2.0,1.0
CASULA,1112.60366429516,15,40,2.0,1.0
CARTWRIGHT,5053.86278126153,15,40,2.0,1.0
HECKENBERG,1464.03841269841,15,40,2.0,1.0
SADLEIR,1831.1015863331302,15,40,2.0,1.0
LURNEA,2758.20484436651,15,40,2.0,1.0
ASHCROFT,1236.016358273,15,40,2.0,1.0
LIVERPOOL,13408.9180247194,15,40,2.0,1.0
MOOREBANK,1579.99492157104,15,40,2.0,1.0
WARWICK FARM,11036.2548048346,15,40,2.0,1.0
WATTLE GROVE,777.5886426592799,15,40,2.0,1.0
CHIPPING NORTON,1782.1044469783399,15,40,2.0,1.0
HOLSWORTHY,1227.71644983069,15,40,2.0,1.0
HAMMONDVILLE,1756.19961333978,15,40,2.0,1.0
MOUNT PRITCHARD,998.9365942028991,15,40,2.0,1.0
PRESTONS,1119.6197456993302,15,40,2.0,1.0
VOYAGER POINT,191.905311778291,15,40,2.0,1.0
PLEASURE POINT,145.23381294964,15,40,2.0,1.0
WEST HOXTON,1443.38962566845,15,40,2.0,1.0
CECIL HILLS,701.898253606682,15,40,2.0,1.0
HOXTON PARK,2320.59883837372,15,40,2.0,1.0
HINCHINBROOK,1447.0819750719102,15,40,2.0,1.0
GREEN VALLEY,1708.42089552239,15,40,2.0,1.0
HORNINGSEA PARK,1472.83783783784,15,40,2.0,1.0
MIDDLETON GRANGE,1242.71293336612,15,40,2.0,1.0
DENHAM COURT,140.513755274262,15,40,2.0,1.0
EDMONDSON PARK,617.055694640978,15,40,2.0,1.0
LUDDENHAM,2351.53286713287,15,40,2.0,1.0
CARNES HILL,2115.2956110154896,15,40,2.0,1.0
ELIZABETH HILLS,593.642264695276,15,40,2.0,1.0
CECIL PARK,323.0,15,40,2.0,1.0
LEN WATERS ESTATE,,15,40,2.0,1.0
LEPPINGTON,136.547309833024,15,40,2.0,1.0
BRINGELLY,2246.15768548101,15,40,2.0,1.0
GREENDALE,108.083333333333,15,40,2.0,1.0
BADGERYS CREEK,1765.1478696741897,15,40,2.0,1.0
KEMPS CREEK,3156.19586963537,15,40,2.0,1.0
WALLACIA,15.918584070796499,15,40,2.0,1.0
AUSTRAL,7787.29498475567,15,40,2.0,1.0
ROSSMORE,3169.6979554609698,15,40,2.0,1.0
SILVERDALE,0.206896551724138,15,40,2.0,1.0
BUSBY,29279.4233657244,30,40,2.0,1.0
MILLER,41809.8852108916,30,40,2.0,1.0
CASULA,22710.7249260215,30,40,2.0,1.0
CARTWRIGHT,80541.1427517521,30,40,2.0,1.0
HECKENBERG,32578.9717460317,30,40,2.0,1.0
SADLEIR,19844.8492983527,30,40,2.0,1.0
LURNEA,52892.5240026304,30,40,2.0,1.0
ASHCROFT,24994.755162241898,30,40,2.0,1.0
LIVERPOOL,65127.157193420804,30,40,2.0,1.0
MOOREBANK,26792.835729205097,30,40,2.0,1.0
WARWICK FARM,56142.3373621293,30,40,2.0,1.0
WATTLE GROVE,4084.1965499874104,30,40,2.0,1.0
CHIPPING NORTON,17969.5570125428,30,40,2.0,1.0
HOLSWORTHY,6385.52058456603,30,40,2.0,1.0
HAMMONDVILLE,5506.5033832769395,30,40,2.0,1.0
MOUNT PRITCHARD,55401.548913043494,30,40,2.0,1.0
PRESTONS,26528.2356020942,30,40,2.0,1.0
VOYAGER POINT,2833.2344110854497,30,40,2.0,1.0
PLEASURE POINT,850.544964028777,30,40,2.0,1.0
WEST HOXTON,34320.0004278075,30,40,2.0,1.0
CECIL HILLS,6261.4358390280895,30,40,2.0,1.0
HOXTON PARK,42587.6312837973,30,40,2.0,1.0
HINCHINBROOK,27186.3791946309,30,40,2.0,1.0
GREEN VALLEY,17588.1174714662,30,40,2.0,1.0
HORNINGSEA PARK,16077.5962001606,30,40,2.0,1.0
MIDDLETON GRANGE,38393.4621342513,30,40,2.0,1.0
DENHAM COURT,814.0016877637131,30,40,2.0,1.0
EDMONDSON PARK,10606.0960777911,30,40,2.0,1.0
LUDDENHAM,6220.87692307692,30,40,2.0,1.0
CARNES HILL,37998.836919105,30,40,2.0,1.0
ELIZABETH HILLS,8052.386584926071,30,40,2.0,1.0
CECIL PARK,323.0,30,40,2.0,1.0
LEN WATERS ESTATE,,30,40,2.0,1.0
LEPPINGTON,4980.61966604824,30,40,2.0,1.0
BRINGELLY,22902.604259850898,30,40,2.0,1.0
GREENDALE,441.75,30,40,2.0,1.0
BADGERYS CREEK,71178.7543859649,30,40,2.0,1.0
KEMPS CREEK,78659.09793481769,30,40,2.0,1.0
WALLACIA,183.617699115044,30,40,2.0,1.0
AUSTRAL,67001.718077816,30,40,2.0,1.0
ROSSMORE,74126.47396822981,30,40,2.0,1.0
SILVERDALE,12.3448275862069,30,40,2.0,1.0
BUSBY,141258.369920495,45,40,2.0,1.0
MILLER,179029.10500089,45,40,2.0,1.0
CASULA,129695.38922118,45,40,2.0,1.0
CARTWRIGHT,256196.54149760198,45,40,2.0,1.0
HECKENBERG,115919.484761905,45,40,2.0,1.0
SADLEIR,101606.44081757199,45,40,2.0,1.0
LURNEA,177070.61705392398,45,40,2.0,1.0
ASHCROFT,86884.5572539555,45,40,2.0,1.0
LIVERPOOL,215905.573997312,45,40,2.0,1.0
MOOREBANK,150495.501781546,45,40,2.0,1.0
WARWICK FARM,197714.27844924398,45,40,2.0,1.0
WATTLE GROVE,14867.1829513976,45,40,2.0,1.0
CHIPPING NORTON,116628.31117445801,45,40,2.0,1.0
HOLSWORTHY,52013.3674924256,45,40,2.0,1.0
HAMMONDVILLE,15489.433542774299,45,40,2.0,1.0
MOUNT PRITCHARD,153463.971014493,45,40,2.0,1.0
PRESTONS,132436.201421092,45,40,2.0,1.0
VOYAGER POINT,20365.668591224,45,40,2.0,1.0
PLEASURE POINT,5597.01978417266,45,40,2.0,1.0
WEST HOXTON,156519.889090909,45,40,2.0,1.0
CECIL HILLS,55122.910554290094,45,40,2.0,1.0
HOXTON PARK,177131.22090927302,45,40,2.0,1.0
HINCHINBROOK,150885.121572387,45,40,2.0,1.0
GREEN VALLEY,114112.36786655,45,40,2.0,1.0
HORNINGSEA PARK,105286.746588172,45,40,2.0,1.0
MIDDLETON GRANGE,179607.58446029,45,40,2.0,1.0
DENHAM COURT,3049.6751054852302,45,40,2.0,1.0
EDMONDSON PARK,86325.4416748304,45,40,2.0,1.0
LUDDENHAM,8610.50629370629,45,40,2.0,1.0
CARNES HILL,147319.712134251,45,40,2.0,1.0
ELIZABETH HILLS,59381.4853948792,45,40,2.0,1.0
CECIL PARK,323.0,45,40,2.0,1.0
LEN WATERS ESTATE,,45,40,2.0,1.0
LEPPINGTON,29718.2319109462,45,40,2.0,1.0
BRINGELLY,72459.0849840256,45,40,2.0,1.0
GREENDALE,912.416666666667,45,40,2.0,1.0
BADGERYS CREEK,211594.027568922,45,40,2.0,1.0
KEMPS CREEK,233923.142061955,45,40,2.0,1.0
WALLACIA,1354.30265486726,45,40,2.0,1.0
AUSTRAL,224785.758104668,45,40,2.0,1.0
ROSSMORE,213533.599528768,45,40,2.0,1.0
SILVERDALE,137.551724137931,45,40,2.0,1.0
BUSBY,475400.713560071,60,40,2.0,1.0
MILLER,521171.620395088,60,40,2.0,1.0
CASULA,429276.52257130295,60,40,2.0,1.0
CARTWRIGHT,1144208.01291037,60,40,2.0,1.0
HECKENBERG,369930.449206349,60,40,2.0,1.0
SADLEIR,299776.598230628,60,40,2.0,1.0
LURNEA,625775.183143358,60,40,2.0,1.0
ASHCROFT,253662.465272191,60,40,2.0,1.0
LIVERPOOL,1018951.14871387,60,40,2.0,1.0
MOOREBANK,922718.5220543059,60,40,2.0,1.0
WARWICK FARM,861494.599564097,60,40,2.0,1.0
WATTLE GROVE,109156.107151851,60,40,2.0,1.0
CHIPPING NORTON,572898.747434436,60,40,2.0,1.0
HOLSWORTHY,395918.52111923,60,40,2.0,1.0
HAMMONDVILLE,101437.201304978,60,40,2.0,1.0
MOUNT PRITCHARD,584514.172101449,60,40,2.0,1.0
PRESTONS,346957.851533283,60,40,2.0,1.0
VOYAGER POINT,278727.747690531,60,40,2.0,1.0
PLEASURE POINT,88691.821942446,60,40,2.0,1.0
WEST HOXTON,356209.159572193,60,40,2.0,1.0
CECIL HILLS,260408.74548215602,60,40,2.0,1.0
HOXTON PARK,429984.61566192703,60,40,2.0,1.0
HINCHINBROOK,415352.128954938,60,40,2.0,1.0
GREEN VALLEY,387322.952765584,60,40,2.0,1.0
HORNINGSEA PARK,246995.04763179,60,40,2.0,1.0
MIDDLETON GRANGE,432469.027292845,60,40,2.0,1.0
DENHAM COURT,30650.210295358702,60,40,2.0,1.0
EDMONDSON PARK,207828.449802257,60,40,2.0,1.0
LUDDENHAM,12221.6251748252,60,40,2.0,1.0
CARNES HILL,360281.65920826205,60,40,2.0,1.0
ELIZABETH HILLS,224447.28957807398,60,40,2.0,1.0
CECIL PARK,323.0,60,40,2.0,1.0
LEN WATERS ESTATE,,60,40,2.0,1.0
LEPPINGTON,140986.933209647,60,40,2.0,1.0
BRINGELLY,207177.436989705,60,40,2.0,1.0
GREENDALE,1584.66666666667,60,40,2.0,1.0
BADGERYS CREEK,606070.05764411,60,40,2.0,1.0
KEMPS CREEK,631892.636011617,60,40,2.0,1.0
WALLACIA,9802.84424778761,60,40,2.0,1.0
AUSTRAL,452795.539355543,60,40,2.0,1.0
ROSSMORE,507749.007904537,60,40,2.0,1.0
SILVERDALE,669.103448275862,60,40,2.0,1.0
BUSBY,2296.40238515901,15,41,3.0,1.0
MILLER,3284.11122975618,15,41,3.0,1.0
CASULA,1112.60366429516,15,41,3.0,1.0
CARTWRIGHT,5053.86278126153,15,41,3.0,1.0
HECKENBERG,1464.03841269841,15,41,3.0,1.0
SADLEIR,1831.1015863331302,15,41,3.0,1.0
LURNEA,2758.20484436651,15,41,3.0,1.0
ASHCROFT,1236.016358273,15,41,3.0,1.0
LIVERPOOL,13408.9180247194,15,41,3.0,1.0
MOOREBANK,1579.99492157104,15,41,3.0,1.0
WARWICK FARM,11036.2548048346,15,41,3.0,1.0
WATTLE GROVE,777.5886426592799,15,41,3.0,1.0
CHIPPING NORTON,1782.1044469783399,15,41,3.0,1.0
HOLSWORTHY,1227.71644983069,15,41,3.0,1.0
HAMMONDVILLE,1756.19961333978,15,41,3.0,1.0
MOUNT PRITCHARD,998.9365942028991,15,41,3.0,1.0
PRESTONS,1119.6197456993302,15,41,3.0,1.0
VOYAGER POINT,191.905311778291,15,41,3.0,1.0
PLEASURE POINT,145.23381294964,15,41,3.0,1.0
WEST HOXTON,1445.11540106952,15,41,3.0,1.0
CECIL HILLS,701.898253606682,15,41,3.0,1.0
HOXTON PARK,2320.58922491488,15,41,3.0,1.0
HINCHINBROOK,1445.55992329818,15,41,3.0,1.0
GREEN VALLEY,1708.42089552239,15,41,3.0,1.0
HORNINGSEA PARK,1472.83783783784,15,41,3.0,1.0
MIDDLETON GRANGE,1242.71293336612,15,41,3.0,1.0
DENHAM COURT,140.513755274262,15,41,3.0,1.0
EDMONDSON PARK,617.055694640978,15,41,3.0,1.0
LUDDENHAM,2351.53286713287,15,41,3.0,1.0
CARNES HILL,2115.2956110154896,15,41,3.0,1.0
ELIZABETH HILLS,593.642264695276,15,41,3.0,1.0
CECIL PARK,323.0,15,41,3.0,1.0
LEN WATERS ESTATE,,15,41,3.0,1.0
LEPPINGTON,136.547309833024,15,41,3.0,1.0
BRINGELLY,2212.28434504792,15,41,3.0,1.0
