locality,Jobs,cutoff,X,T_freq,L_freq
SILVERDALE,669.103448275862,60,11,0.0,20.0
BUSBY,2292.88427561837,15,12,0.0,30.0
MILLER,3285.5415554369106,15,12,0.0,30.0
CASULA,1057.0764968834599,15,12,0.0,30.0
CARTWRIGHT,3941.3419402434497,15,12,0.0,30.0
HECKENBERG,1464.03841269841,15,12,0.0,30.0
SADLEIR,1830.28248932276,15,12,0.0,30.0
LURNEA,2556.83746163963,15,12,0.0,30.0
ASHCROFT,1236.016358273,15,12,0.0,30.0
LIVERPOOL,13174.4383623871,15,12,0.0,30.0
MOOREBANK,1579.99492157104,15,12,0.0,30.0
WARWICK FARM,11036.2548048346,15,12,0.0,30.0
WATTLE GROVE,777.5886426592799,15,12,0.0,30.0
CHIPPING NORTON,1782.1044469783399,15,12,0.0,30.0
HOLSWORTHY,1227.71644983069,15,12,0.0,30.0
HAMMONDVILLE,1756.19961333978,15,12,0.0,30.0
MOUNT PRITCHARD,998.9365942028991,15,12,0.0,30.0
PRESTONS,1024.90022438295,15,12,0.0,30.0
VOYAGER POINT,191.905311778291,15,12,0.0,30.0
PLEASURE POINT,145.23381294964,15,12,0.0,30.0
WEST HOXTON,1219.6385026738,15,12,0.0,30.0
CECIL HILLS,690.038420652999,15,12,0.0,30.0
HOXTON PARK,2161.44502303224,15,12,0.0,30.0
HINCHINBROOK,1429.21342281879,15,12,0.0,30.0
GREEN VALLEY,1708.42089552239,15,12,0.0,30.0
HORNINGSEA PARK,1472.83783783784,15,12,0.0,30.0
MIDDLETON GRANGE,1161.51573641505,15,12,0.0,30.0
DENHAM COURT,140.513755274262,15,12,0.0,30.0
EDMONDSON PARK,617.055694640978,15,12,0.0,30.0
LUDDENHAM,2351.53286713287,15,12,0.0,30.0
CARNES HILL,2074.18201376936,15,12,0.0,30.0
ELIZABETH HILLS,593.642264695276,15,12,0.0,30.0
CECIL PARK,323.0,15,12,0.0,30.0
LEN WATERS ESTATE,,15,12,0.0,30.0
LEPPINGTON,136.547309833024,15,12,0.0,30.0
BRINGELLY,2119.77167199148,15,12,0.0,30.0
GREENDALE,108.083333333333,15,12,0.0,30.0
BADGERYS CREEK,1203.77694235589,15,12,0.0,30.0
KEMPS CREEK,1106.77186189093,15,12,0.0,30.0
WALLACIA,15.918584070796499,15,12,0.0,30.0
AUSTRAL,4733.285474532179,15,12,0.0,30.0
ROSSMORE,1260.98609105419,15,12,0.0,30.0
SILVERDALE,0.206896551724138,15,12,0.0,30.0
BUSBY,28548.9810070671,30,12,0.0,30.0
MILLER,34592.694785549,30,12,0.0,30.0
CASULA,20320.0532644966,30,12,0.0,30.0
CARTWRIGHT,73835.5665805976,30,12,0.0,30.0
HECKENBERG,32260.5828571429,30,12,0.0,30.0
SADLEIR,19627.7431360586,30,12,0.0,30.0
LURNEA,46653.1535510741,30,12,0.0,30.0
ASHCROFT,24932.668007508702,30,12,0.0,30.0
LIVERPOOL,62309.9720818428,30,12,0.0,30.0
MOOREBANK,26649.098742679304,30,12,0.0,30.0
WARWICK FARM,54122.682121392194,30,12,0.0,30.0
WATTLE GROVE,4084.1965499874104,30,12,0.0,30.0
CHIPPING NORTON,17878.715963512,30,12,0.0,30.0
HOLSWORTHY,6385.52058456603,30,12,0.0,30.0
HAMMONDVILLE,5506.5033832769395,30,12,0.0,30.0
MOUNT PRITCHARD,55912.8152173913,30,12,0.0,30.0
PRESTONS,20939.9001495886,30,12,0.0,30.0
VOYAGER POINT,2833.2344110854497,30,12,0.0,30.0
PLEASURE POINT,850.544964028777,30,12,0.0,30.0
WEST HOXTON,22033.395935828903,30,12,0.0,30.0
CECIL HILLS,4923.087623386479,30,12,0.0,30.0
HOXTON PARK,30697.6707390346,30,12,0.0,30.0
HINCHINBROOK,20595.0861936721,30,12,0.0,30.0
GREEN VALLEY,17010.1604916593,30,12,0.0,30.0
HORNINGSEA PARK,9120.690928552309,30,12,0.0,30.0
MIDDLETON GRANGE,30026.0832308827,30,12,0.0,30.0
DENHAM COURT,814.0016877637131,30,12,0.0,30.0
EDMONDSON PARK,9804.8410435035,30,12,0.0,30.0
LUDDENHAM,6220.87692307692,30,12,0.0,30.0
CARNES HILL,25825.0408777969,30,12,0.0,30.0
ELIZABETH HILLS,8020.144248106741,30,12,0.0,30.0
CECIL PARK,323.0,30,12,0.0,30.0
LEN WATERS ESTATE,,30,12,0.0,30.0
LEPPINGTON,4943.38033395176,30,12,0.0,30.0
BRINGELLY,11900.2250621228,30,12,0.0,30.0
GREENDALE,441.75,30,12,0.0,30.0
BADGERYS CREEK,36397.2832080201,30,12,0.0,30.0
KEMPS CREEK,34401.1438367215,30,12,0.0,30.0
WALLACIA,183.617699115044,30,12,0.0,30.0
AUSTRAL,27937.265964588398,30,12,0.0,30.0
ROSSMORE,32778.1367332979,30,12,0.0,30.0
SILVERDALE,12.3448275862069,30,12,0.0,30.0
BUSBY,126632.23476148401,45,12,0.0,30.0
MILLER,147752.549741947,45,12,0.0,30.0
CASULA,102845.262041176,45,12,0.0,30.0
CARTWRIGHT,213544.58317963898,45,12,0.0,30.0
HECKENBERG,109773.143809524,45,12,0.0,30.0
SADLEIR,97491.6455155583,45,12,0.0,30.0
LURNEA,134279.23882069302,45,12,0.0,30.0
ASHCROFT,86426.9275945294,45,12,0.0,30.0
LIVERPOOL,192717.332500521,45,12,0.0,30.0
MOOREBANK,146270.22365565,45,12,0.0,30.0
WARWICK FARM,182494.872927812,45,12,0.0,30.0
WATTLE GROVE,14862.9152606396,45,12,0.0,30.0
CHIPPING NORTON,115826.01003420801,45,12,0.0,30.0
HOLSWORTHY,52001.066654785194,45,12,0.0,30.0
HAMMONDVILLE,15473.739971000501,45,12,0.0,30.0
MOUNT PRITCHARD,152856.67572463801,45,12,0.0,30.0
PRESTONS,98050.6394166043,45,12,0.0,30.0
VOYAGER POINT,20346.7205542725,45,12,0.0,30.0
PLEASURE POINT,5597.01978417266,45,12,0.0,30.0
WEST HOXTON,113754.268449198,45,12,0.0,30.0
CECIL HILLS,31301.7217919514,45,12,0.0,30.0
HOXTON PARK,132856.081313839,45,12,0.0,30.0
HINCHINBROOK,116796.689549377,45,12,0.0,30.0
GREEN VALLEY,99034.0624231782,45,12,0.0,30.0
HORNINGSEA PARK,72432.7401659085,45,12,0.0,30.0
MIDDLETON GRANGE,146226.370297517,45,12,0.0,30.0
DENHAM COURT,3049.6751054852302,45,12,0.0,30.0
EDMONDSON PARK,67395.1133848554,45,12,0.0,30.0
LUDDENHAM,8610.48391608392,45,12,0.0,30.0
CARNES HILL,110131.280120482,45,12,0.0,30.0
ELIZABETH HILLS,50103.4713306888,45,12,0.0,30.0
CECIL PARK,323.0,45,12,0.0,30.0
LEN WATERS ESTATE,,45,12,0.0,30.0
LEPPINGTON,21094.6864564007,45,12,0.0,30.0
BRINGELLY,50456.348029819004,45,12,0.0,30.0
GREENDALE,912.416666666667,45,12,0.0,30.0
BADGERYS CREEK,132528.70175438598,45,12,0.0,30.0
KEMPS CREEK,140295.030977735,45,12,0.0,30.0
WALLACIA,1354.30265486726,45,12,0.0,30.0
AUSTRAL,114928.69914128301,45,12,0.0,30.0
ROSSMORE,124031.001444098,45,12,0.0,30.0
SILVERDALE,137.551724137931,45,12,0.0,30.0
BUSBY,437663.939266784,60,12,0.0,30.0
MILLER,453148.09307706,60,12,0.0,30.0
CASULA,363455.407479695,60,12,0.0,30.0
CARTWRIGHT,1013544.17484323,60,12,0.0,30.0
HECKENBERG,341830.453650794,60,12,0.0,30.0
SADLEIR,280889.307504576,60,12,0.0,30.0
LURNEA,488498.849846559,60,12,0.0,30.0
ASHCROFT,248139.165728077,60,12,0.0,30.0
LIVERPOOL,946599.704673216,60,12,0.0,30.0
MOOREBANK,903743.984355162,60,12,0.0,30.0
WARWICK FARM,827066.683442309,60,12,0.0,30.0
WATTLE GROVE,104556.005791992,60,12,0.0,30.0
CHIPPING NORTON,562003.914481186,60,12,0.0,30.0
HOLSWORTHY,381499.061129923,60,12,0.0,30.0
HAMMONDVILLE,100441.605364911,60,12,0.0,30.0
MOUNT PRITCHARD,577421.143115942,60,12,0.0,30.0
PRESTONS,260577.36297681398,60,12,0.0,30.0
VOYAGER POINT,267702.87644341803,60,12,0.0,30.0
PLEASURE POINT,87855.595323741,60,12,0.0,30.0
WEST HOXTON,286806.11358288804,60,12,0.0,30.0
CECIL HILLS,166602.60516325,60,12,0.0,30.0
HOXTON PARK,333177.528740236,60,12,0.0,30.0
HINCHINBROOK,341977.658293384,60,12,0.0,30.0
GREEN VALLEY,345778.317647059,60,12,0.0,30.0
HORNINGSEA PARK,174946.521006155,60,12,0.0,30.0
MIDDLETON GRANGE,388614.793582493,60,12,0.0,30.0
DENHAM COURT,26914.1988185654,60,12,0.0,30.0
EDMONDSON PARK,171938.922100069,60,12,0.0,30.0
LUDDENHAM,11341.173426573401,60,12,0.0,30.0
CARNES HILL,289866.645438898,60,12,0.0,30.0
ELIZABETH HILLS,202425.91633609802,60,12,0.0,30.0
CECIL PARK,323.0,60,12,0.0,30.0
LEN WATERS ESTATE,,60,12,0.0,30.0
LEPPINGTON,79991.1521335807,60,12,0.0,30.0
BRINGELLY,175817.631522897,60,12,0.0,30.0
GREENDALE,1584.66666666667,60,12,0.0,30.0
BADGERYS CREEK,389465.98997493705,60,12,0.0,30.0
KEMPS CREEK,447048.90916424704,60,12,0.0,30.0
WALLACIA,9802.84424778761,60,12,0.0,30.0
AUSTRAL,286171.551690862,60,12,0.0,30.0
ROSSMORE,307362.878315725,60,12,0.0,30.0
SILVERDALE,669.103448275862,60,12,0.0,30.0
BUSBY,2292.88427561837,15,13,0.0,60.0
MILLER,3283.78554903008,15,13,0.0,60.0
CASULA,1044.30812818737,15,13,0.0,60.0
CARTWRIGHT,3826.72113611214,15,13,0.0,60.0
HECKENBERG,1464.03841269841,15,13,0.0,60.0
SADLEIR,1830.28248932276,15,13,0.0,60.0
LURNEA,2538.10423060061,15,13,0.0,60.0
ASHCROFT,1236.016358273,15,13,0.0,60.0
LIVERPOOL,13170.4257944845,15,13,0.0,60.0
MOOREBANK,1579.99492157104,15,13,0.0,60.0
WARWICK FARM,11036.2548048346,15,13,0.0,60.0
WATTLE GROVE,777.5886426592799,15,13,0.0,60.0
CHIPPING NORTON,1782.1044469783399,15,13,0.0,60.0
HOLSWORTHY,1227.71644983069,15,13,0.0,60.0
HAMMONDVILLE,1756.19961333978,15,13,0.0,60.0
MOUNT PRITCHARD,998.9365942028991,15,13,0.0,60.0
PRESTONS,1021.3664921466001,15,13,0.0,60.0
VOYAGER POINT,191.905311778291,15,13,0.0,60.0
PLEASURE POINT,145.23381294964,15,13,0.0,60.0
WEST HOXTON,1219.6385026738,15,13,0.0,60.0
CECIL HILLS,690.038420652999,15,13,0.0,60.0
HOXTON PARK,2161.44502303224,15,13,0.0,60.0
HINCHINBROOK,1429.21342281879,15,13,0.0,60.0
GREEN VALLEY,1708.42089552239,15,13,0.0,60.0
HORNINGSEA PARK,1472.83783783784,15,13,0.0,60.0
MIDDLETON GRANGE,1161.51573641505,15,13,0.0,60.0
DENHAM COURT,140.513755274262,15,13,0.0,60.0
EDMONDSON PARK,617.055694640978,15,13,0.0,60.0
LUDDENHAM,2351.53286713287,15,13,0.0,60.0
CARNES HILL,2074.18201376936,15,13,0.0,60.0
ELIZABETH HILLS,593.642264695276,15,13,0.0,60.0
CECIL PARK,323.0,15,13,0.0,60.0
LEN WATERS ESTATE,,15,13,0.0,60.0
LEPPINGTON,136.547309833024,15,13,0.0,60.0
BRINGELLY,2113.33801916933,15,13,0.0,60.0
GREENDALE,108.083333333333,15,13,0.0,60.0
BADGERYS CREEK,1188.88471177945,15,13,0.0,60.0
KEMPS CREEK,1078.73959341723,15,13,0.0,60.0
WALLACIA,15.918584070796499,15,13,0.0,60.0
AUSTRAL,4496.522335039579,15,13,0.0,60.0
ROSSMORE,1119.37964581592,15,13,0.0,60.0
SILVERDALE,0.206896551724138,15,13,0.0,60.0
BUSBY,28548.9810070671,30,13,0.0,60.0
MILLER,32828.179035415604,30,13,0.0,60.0
CASULA,20149.145375558797,30,13,0.0,60.0
CARTWRIGHT,70901.6351899668,30,13,0.0,60.0
HECKENBERG,32260.5828571429,30,13,0.0,60.0
SADLEIR,19627.7431360586,30,13,0.0,60.0
LURNEA,45533.831214379694,30,13,0.0,60.0
ASHCROFT,24932.668007508702,30,13,0.0,60.0
LIVERPOOL,62258.624742111904,30,13,0.0,60.0
MOOREBANK,26649.098742679304,30,13,0.0,60.0
WARWICK FARM,54122.682121392194,30,13,0.0,60.0
WATTLE GROVE,4084.1965499874104,30,13,0.0,60.0
CHIPPING NORTON,17878.715963512,30,13,0.0,60.0
HOLSWORTHY,6385.52058456603,30,13,0.0,60.0
HAMMONDVILLE,5506.5033832769395,30,13,0.0,60.0
MOUNT PRITCHARD,55912.8152173913,30,13,0.0,60.0
PRESTONS,19375.6246073298,30,13,0.0,60.0
VOYAGER POINT,2833.2344110854497,30,13,0.0,60.0
PLEASURE POINT,850.544964028777,30,13,0.0,60.0
WEST HOXTON,15479.3456684492,30,13,0.0,60.0
CECIL HILLS,4917.87790432802,30,13,0.0,60.0
HOXTON PARK,23111.895653915497,30,13,0.0,60.0
HINCHINBROOK,19235.5976030681,30,13,0.0,60.0
GREEN VALLEY,17010.1604916593,30,13,0.0,60.0
HORNINGSEA PARK,8638.055392025692,30,13,0.0,60.0
MIDDLETON GRANGE,27610.5614703713,30,13,0.0,60.0
DENHAM COURT,814.0016877637131,30,13,0.0,60.0
EDMONDSON PARK,9804.8410435035,30,13,0.0,60.0
LUDDENHAM,6220.87692307692,30,13,0.0,60.0
CARNES HILL,18614.0443201377,30,13,0.0,60.0
ELIZABETH HILLS,8020.144248106741,30,13,0.0,60.0
CECIL PARK,323.0,30,13,0.0,60.0
LEN WATERS ESTATE,,30,13,0.0,60.0
LEPPINGTON,4943.38033395176,30,13,0.0,60.0
BRINGELLY,11767.319417820401,30,13,0.0,60.0
GREENDALE,441.75,30,13,0.0,60.0
BADGERYS CREEK,23467.9097744361,30,13,0.0,60.0
KEMPS CREEK,23606.314940303302,30,13,0.0,60.0
WALLACIA,183.617699115044,30,13,0.0,60.0
AUSTRAL,20157.6862605242,30,13,0.0,60.0
ROSSMORE,20653.723721213002,30,13,0.0,60.0
SILVERDALE,12.3448275862069,30,13,0.0,60.0
BUSBY,126615.838560071,45,13,0.0,60.0
MILLER,140765.175298096,45,13,0.0,60.0
CASULA,102475.97790089999,45,13,0.0,60.0
CARTWRIGHT,201073.24677240898,45,13,0.0,60.0
HECKENBERG,109773.143809524,45,13,0.0,60.0
SADLEIR,97493.4996949359,45,13,0.0,60.0
LURNEA,130424.368040333,45,13,0.0,60.0
ASHCROFT,86426.9275945294,45,13,0.0,60.0
LIVERPOOL,192520.66573921603,45,13,0.0,60.0
MOOREBANK,146270.22365565,45,13,0.0,60.0
WARWICK FARM,182494.872927812,45,13,0.0,60.0
WATTLE GROVE,14862.9152606396,45,13,0.0,60.0
CHIPPING NORTON,115826.01003420801,45,13,0.0,60.0
HOLSWORTHY,52001.066654785194,45,13,0.0,60.0
HAMMONDVILLE,15473.739971000501,45,13,0.0,60.0
MOUNT PRITCHARD,152856.67572463801,45,13,0.0,60.0
PRESTONS,94169.6026178011,45,13,0.0,60.0
VOYAGER POINT,20346.7205542725,45,13,0.0,60.0
PLEASURE POINT,5597.01978417266,45,13,0.0,60.0
WEST HOXTON,95428.5327272727,45,13,0.0,60.0
CECIL HILLS,30586.962186788198,45,13,0.0,60.0
HOXTON PARK,110106.782896054,45,13,0.0,60.0
HINCHINBROOK,111167.141418984,45,13,0.0,60.0
GREEN VALLEY,98991.0330992098,45,13,0.0,60.0
HORNINGSEA PARK,71147.86058335559,45,13,0.0,60.0
MIDDLETON GRANGE,134345.455864273,45,13,0.0,60.0
DENHAM COURT,3049.6751054852302,45,13,0.0,60.0
EDMONDSON PARK,67407.3553209245,45,13,0.0,60.0
LUDDENHAM,8610.48391608392,45,13,0.0,60.0
CARNES HILL,91756.906626506,45,13,0.0,60.0
ELIZABETH HILLS,50027.466282005094,45,13,0.0,60.0
CECIL PARK,323.0,45,13,0.0,60.0
LEN WATERS ESTATE,,45,13,0.0,60.0
LEPPINGTON,21094.6864564007,45,13,0.0,60.0
BRINGELLY,49948.7980830671,45,13,0.0,60.0
GREENDALE,912.416666666667,45,13,0.0,60.0
BADGERYS CREEK,105611.696741855,45,13,0.0,60.0
KEMPS CREEK,111573.50056469801,45,13,0.0,60.0
WALLACIA,1354.30265486726,45,13,0.0,60.0
AUSTRAL,91440.62229028561,45,13,0.0,60.0
ROSSMORE,96365.3470395987,45,13,0.0,60.0
SILVERDALE,137.551724137931,45,13,0.0,60.0
BUSBY,435780.49381625396,60,13,0.0,60.0
MILLER,438467.940202883,60,13,0.0,60.0
CASULA,362797.730088774,60,13,0.0,60.0
CARTWRIGHT,990088.725193655,60,13,0.0,60.0
HECKENBERG,341779.510793651,60,13,0.0,60.0
SADLEIR,280878.00854179397,60,13,0.0,60.0
LURNEA,481769.54789566,60,13,0.0,60.0
ASHCROFT,248139.165728077,60,13,0.0,60.0
LIVERPOOL,946188.0555524009,60,13,0.0,60.0
MOOREBANK,903743.984355162,60,13,0.0,60.0
WARWICK FARM,827066.683442309,60,13,0.0,60.0
WATTLE GROVE,104556.005791992,60,13,0.0,60.0
CHIPPING NORTON,562002.7374002279,60,13,0.0,60.0
HOLSWORTHY,381499.061129923,60,13,0.0,60.0
HAMMONDVILLE,100442.314886419,60,13,0.0,60.0
MOUNT PRITCHARD,577421.143115942,60,13,0.0,60.0
PRESTONS,251979.034704562,60,13,0.0,60.0
VOYAGER POINT,267702.87644341803,60,13,0.0,60.0
PLEASURE POINT,87855.595323741,60,13,0.0,60.0
WEST HOXTON,246529.462566845,60,13,0.0,60.0
CECIL HILLS,156458.557327259,60,13,0.0,60.0
HOXTON PARK,289672.18666132604,60,13,0.0,60.0
HINCHINBROOK,328402.929530201,60,13,0.0,60.0
GREEN VALLEY,342654.72431957896,60,13,0.0,60.0
HORNINGSEA PARK,172954.769868879,60,13,0.0,60.0
MIDDLETON GRANGE,370402.890336858,60,13,0.0,60.0
DENHAM COURT,26914.1988185654,60,13,0.0,60.0
EDMONDSON PARK,171895.350495265,60,13,0.0,60.0
LUDDENHAM,11337.481118881102,60,13,0.0,60.0
CARNES HILL,247497.89629948398,60,13,0.0,60.0
ELIZABETH HILLS,196347.26217093397,60,13,0.0,60.0
CECIL PARK,323.0,60,13,0.0,60.0
LEN WATERS ESTATE,,60,13,0.0,60.0
LEPPINGTON,79852.9406307978,60,13,0.0,60.0
BRINGELLY,168935.341569045,60,13,0.0,60.0
GREENDALE,1584.66666666667,60,13,0.0,60.0
BADGERYS CREEK,333663.558897243,60,13,0.0,60.0
KEMPS CREEK,408124.338738303,60,13,0.0,60.0
WALLACIA,9802.84424778761,60,13,0.0,60.0
AUSTRAL,229733.09527006198,60,13,0.0,60.0
ROSSMORE,263022.743026526,60,13,0.0,60.0
SILVERDALE,669.103448275862,60,13,0.0,60.0
BUSBY,2295.98498233216,15,14,1.0,0.0
MILLER,3283.44385121908,15,14,1.0,0.0
CASULA,1112.60366429516,15,14,1.0,0.0
CARTWRIGHT,4887.4976023607505,15,14,1.0,0.0
HECKENBERG,1464.03841269841,15,14,1.0,0.0
SADLEIR,1830.28248932276,15,14,1.0,0.0
LURNEA,2678.6811705392397,15,14,1.0,0.0
ASHCROFT,1236.016358273,15,14,1.0,0.0
LIVERPOOL,13402.5600855526,15,14,1.0,0.0
MOOREBANK,1579.99492157104,15,14,1.0,0.0
WARWICK FARM,11036.2548048346,15,14,1.0,0.0
WATTLE GROVE,777.5886426592799,15,14,1.0,0.0
CHIPPING NORTON,1782.1044469783399,15,14,1.0,0.0
HOLSWORTHY,1227.71644983069,15,14,1.0,0.0
HAMMONDVILLE,1756.19961333978,15,14,1.0,0.0
MOUNT PRITCHARD,998.9365942028991,15,14,1.0,0.0
PRESTONS,1099.97763649963,15,14,1.0,0.0
VOYAGER POINT,191.905311778291,15,14,1.0,0.0
PLEASURE POINT,145.23381294964,15,14,1.0,0.0
WEST HOXTON,1338.79786096257,15,14,1.0,0.0
CECIL HILLS,700.9210326499621,15,14,1.0,0.0
HOXTON PARK,2285.90686961746,15,14,1.0,0.0
HINCHINBROOK,1446.2518696069,15,14,1.0,0.0
GREEN VALLEY,1708.42089552239,15,14,1.0,0.0
HORNINGSEA PARK,1472.83783783784,15,14,1.0,0.0
MIDDLETON GRANGE,1182.1054831571198,15,14,1.0,0.0
DENHAM COURT,140.513755274262,15,14,1.0,0.0
EDMONDSON PARK,617.055694640978,15,14,1.0,0.0
LUDDENHAM,2351.53286713287,15,14,1.0,0.0
CARNES HILL,2113.84122203098,15,14,1.0,0.0
ELIZABETH HILLS,593.642264695276,15,14,1.0,0.0
CECIL PARK,323.0,15,14,1.0,0.0
LEN WATERS ESTATE,,15,14,1.0,0.0
LEPPINGTON,136.547309833024,15,14,1.0,0.0
BRINGELLY,2254.9477458289,15,14,1.0,0.0
GREENDALE,108.083333333333,15,14,1.0,0.0
BADGERYS CREEK,1186.38596491228,15,14,1.0,0.0
KEMPS CREEK,1541.3328493062302,15,14,1.0,0.0
WALLACIA,15.918584070796499,15,14,1.0,0.0
AUSTRAL,5018.3107185813,15,14,1.0,0.0
ROSSMORE,1416.33624686479,15,14,1.0,0.0
SILVERDALE,0.206896551724138,15,14,1.0,0.0
BUSBY,29099.7104681979,30,14,1.0,0.0
MILLER,40678.8134899448,30,14,1.0,0.0
CASULA,22394.7093748032,30,14,1.0,0.0
CARTWRIGHT,78105.9107340465,30,14,1.0,0.0
HECKENBERG,32568.184126984102,30,14,1.0,0.0
SADLEIR,19699.2769981696,30,14,1.0,0.0
LURNEA,51235.86234107849,30,14,1.0,0.0
ASHCROFT,24971.2150710646,30,14,1.0,0.0
LIVERPOOL,64800.6601555846,30,14,1.0,0.0
MOOREBANK,26795.7862145227,30,14,1.0,0.0
WARWICK FARM,56229.6512779869,30,14,1.0,0.0
WATTLE GROVE,4084.1965499874104,30,14,1.0,0.0
CHIPPING NORTON,17969.5570125428,30,14,1.0,0.0
HOLSWORTHY,6385.52058456603,30,14,1.0,0.0
HAMMONDVILLE,5506.5033832769395,30,14,1.0,0.0
MOUNT PRITCHARD,55401.548913043494,30,14,1.0,0.0
PRESTONS,24589.5669409125,30,14,1.0,0.0
VOYAGER POINT,2833.2344110854497,30,14,1.0,0.0
PLEASURE POINT,850.544964028777,30,14,1.0,0.0
WEST HOXTON,30646.5900534759,30,14,1.0,0.0
CECIL HILLS,6091.86560364465,30,14,1.0,0.0
HOXTON PARK,39810.720208291605,30,14,1.0,0.0
HINCHINBROOK,26171.264717162,30,14,1.0,0.0
GREEN VALLEY,17476.935908691798,30,14,1.0,0.0
HORNINGSEA PARK,12407.2598340915,30,14,1.0,0.0
MIDDLETON GRANGE,35332.9874600443,30,14,1.0,0.0
DENHAM COURT,814.0016877637131,30,14,1.0,0.0
EDMONDSON PARK,10266.4205580349,30,14,1.0,0.0
LUDDENHAM,6220.87692307692,30,14,1.0,0.0
CARNES HILL,34906.611015490496,30,14,1.0,0.0
ELIZABETH HILLS,8019.3941579516795,30,14,1.0,0.0
CECIL PARK,323.0,30,14,1.0,0.0
LEN WATERS ESTATE,,30,14,1.0,0.0
LEPPINGTON,4943.38033395176,30,14,1.0,0.0
BRINGELLY,21641.4722044728,30,14,1.0,0.0
GREENDALE,441.75,30,14,1.0,0.0
BADGERYS CREEK,47356.052631578896,30,14,1.0,0.0
KEMPS CREEK,60859.567683123605,30,14,1.0,0.0
WALLACIA,183.617699115044,30,14,1.0,0.0
AUSTRAL,48799.855402646106,30,14,1.0,0.0
ROSSMORE,55463.0854298092,30,14,1.0,0.0
SILVERDALE,12.3448275862069,30,14,1.0,0.0
BUSBY,136634.221289753,45,14,1.0,0.0
MILLER,177504.195230468,45,14,1.0,0.0
CASULA,127480.063904804,45,14,1.0,0.0
CARTWRIGHT,255561.74585024,45,14,1.0,0.0
HECKENBERG,115068.74031746,45,14,1.0,0.0
SADLEIR,97455.6086028066,45,14,1.0,0.0
LURNEA,173407.086036826,45,14,1.0,0.0
ASHCROFT,86011.7586484312,45,14,1.0,0.0
LIVERPOOL,212397.79491984198,45,14,1.0,0.0
MOOREBANK,150087.263996396,45,14,1.0,0.0
WARWICK FARM,195883.796248597,45,14,1.0,0.0
WATTLE GROVE,14867.1829513976,45,14,1.0,0.0
CHIPPING NORTON,116357.651767389,45,14,1.0,0.0
HOLSWORTHY,52013.3674924256,45,14,1.0,0.0
HAMMONDVILLE,15489.433542774299,45,14,1.0,0.0
MOUNT PRITCHARD,153375.371376812,45,14,1.0,0.0
PRESTONS,129292.060583396,45,14,1.0,0.0
VOYAGER POINT,20365.668591224,45,14,1.0,0.0
PLEASURE POINT,5597.01978417266,45,14,1.0,0.0
WEST HOXTON,156674.016684492,45,14,1.0,0.0
CECIL HILLS,52727.1532270311,45,14,1.0,0.0
HOXTON PARK,179377.975766073,45,14,1.0,0.0
HINCHINBROOK,148868.423777565,45,14,1.0,0.0
GREEN VALLEY,110403.528709394,45,14,1.0,0.0
HORNINGSEA PARK,103926.194273481,45,14,1.0,0.0
MIDDLETON GRANGE,178794.22289156602,45,14,1.0,0.0
DENHAM COURT,3049.6751054852302,45,14,1.0,0.0
EDMONDSON PARK,82254.9434345633,45,14,1.0,0.0
LUDDENHAM,8610.50629370629,45,14,1.0,0.0
CARNES HILL,147373.940189329,45,14,1.0,0.0
ELIZABETH HILLS,55655.423007573,45,14,1.0,0.0
CECIL PARK,323.0,45,14,1.0,0.0
LEN WATERS ESTATE,,45,14,1.0,0.0
LEPPINGTON,26735.5435992579,45,14,1.0,0.0
BRINGELLY,71333.089314874,45,14,1.0,0.0
GREENDALE,912.416666666667,45,14,1.0,0.0
BADGERYS CREEK,158200.92481203,45,14,1.0,0.0
KEMPS CREEK,206290.623426912,45,14,1.0,0.0
WALLACIA,1354.30265486726,45,14,1.0,0.0
AUSTRAL,192412.173617521,45,14,1.0,0.0
ROSSMORE,182252.00258417602,45,14,1.0,0.0
SILVERDALE,137.551724137931,45,14,1.0,0.0
BUSBY,473925.60424028296,60,14,1.0,0.0
MILLER,522989.937177434,60,14,1.0,0.0
CASULA,429398.676257634,60,14,1.0,0.0
CARTWRIGHT,1144795.94356326,60,14,1.0,0.0
HECKENBERG,365558.588253968,60,14,1.0,0.0
SADLEIR,294329.828553996,60,14,1.0,0.0
LURNEA,622817.346229724,60,14,1.0,0.0
ASHCROFT,249571.30517565,60,14,1.0,0.0
LIVERPOOL,1020702.1766131001,60,14,1.0,0.0
MOOREBANK,919105.23221526,60,14,1.0,0.0
WARWICK FARM,862497.419457103,60,14,1.0,0.0
WATTLE GROVE,108116.365021405,60,14,1.0,0.0
CHIPPING NORTON,570821.304104903,60,14,1.0,0.0
HOLSWORTHY,389883.808412048,60,14,1.0,0.0
HAMMONDVILLE,101455.80860319,60,14,1.0,0.0
MOUNT PRITCHARD,581391.860507246,60,14,1.0,0.0
PRESTONS,346381.48317127896,60,14,1.0,0.0
VOYAGER POINT,275020.910508083,60,14,1.0,0.0
PLEASURE POINT,88691.821942446,60,14,1.0,0.0
WEST HOXTON,359530.499572192,60,14,1.0,0.0
CECIL HILLS,256447.716324981,60,14,1.0,0.0
HOXTON PARK,431904.89665531705,60,14,1.0,0.0
HINCHINBROOK,416026.105081496,60,14,1.0,0.0
GREEN VALLEY,387427.84758560103,60,14,1.0,0.0
HORNINGSEA PARK,250923.48166978898,60,14,1.0,0.0
MIDDLETON GRANGE,432683.714039833,60,14,1.0,0.0
DENHAM COURT,28407.1864978903,60,14,1.0,0.0
