shape_pt_node,shape_pt_seq,route_id,index,y,x,osmid,highway,ref,lon,lat,geometry
36399156,30,TT-2056,36399156,-3756205.800535266,307546.97151122725,36399156,,,150.91791,-33.9287278,POINT (307546.9715112273 -3756205.800535266)
3626144501,31,TT-2056,3626144501,-3756214.2358061317,307511.8314986271,3626144501,,,150.9175282,-33.9287974,POINT (307511.8314986271 -3756214.235806132)
3626144502,32,TT-2056,3626144502,-3756215.830005695,307490.6845416387,3626144502,,,150.91729919999997,-33.928807899999995,POINT (307490.6845416387 -3756215.830005695)
36399659,33,TT-2056,36399659,-3756214.0949258762,307453.7288621409,36399659,,,150.9169,-33.9287855,POINT (307453.728862141 -3756214.094925876)
1336425373,34,TT-2056,1336425373,-3756209.019719791,307444.1274929001,1336425373,,,150.9167973,-33.928738,POINT (307444.1274929001 -3756209.019719791)
7299087006,35,TT-2056,7299087006,-3756207.385006474,307427.9184635014,7299087006,,,150.91662240000002,-33.928720299999995,POINT (307427.9184635014 -3756207.385006474)
7299087006,36,TT-2056,7299087006,-3756207.385006474,307427.9184635014,7299087006,,,150.91662240000002,-33.928720299999995,POINT (307427.9184635014 -3756207.385006474)
1336425355,37,TT-2056,1336425355,-3756198.156933215,307336.5395450287,1336425355,,,150.9156364,-33.9286204,POINT (307336.5395450287 -3756198.156933215)
1336425364,38,TT-2056,1336425364,-3756166.3265045383,307119.224124526,1336425364,,,150.9132937,-33.928293700000005,POINT (307119.224124526 -3756166.326504538)
1336425348,39,TT-2056,1336425348,-3756165.2026385968,307083.3810886165,1336425348,,,150.9129064,-33.928277,POINT (307083.3810886165 -3756165.202638597)
3626144551,40,TT-2056,3626144551,-3756160.424916218,307044.4486202984,3626144551,traffic_signals,,150.9124865,-33.9282268,POINT (307044.4486202984 -3756160.424916219)
1336425360,41,TT-2056,1336425360,-3756158.5838921536,307030.2329037181,1336425360,,,150.9123332,-33.9282076,POINT (307030.2329037181 -3756158.583892154)
1336405809,42,TT-2056,1336405809,-3756146.518357985,306948.16400234995,1336405809,,,150.9114485,-33.928083799999996,POINT (306948.1640023499 -3756146.518357985)
1336405855,43,TT-2056,1336405855,-3756144.6737513687,306932.4961114356,1336405855,,,150.9112795,-33.928064299999996,POINT (306932.4961114356 -3756144.673751369)
1336405874,44,TT-2056,1336405874,-3756143.719559906,306911.2416106528,1336405874,,,150.9110499,-33.9280518,POINT (306911.2416106528 -3756143.719559906)
2817083821,45,TT-2056,2817083821,-3756142.6046596617,306891.3433927117,2817083821,,,150.91083500000002,-33.9280381,POINT (306891.3433927117 -3756142.604659662)
2817083856,46,TT-2056,2817083856,-3756142.1919262917,306882.7336690828,2817083856,,,150.910742,-33.9280328,POINT (306882.7336690828 -3756142.191926292)
1336405866,47,TT-2056,1336405866,-3756140.432695358,306851.4371251197,1336405866,crossing,,150.910404,-33.9280112,POINT (306851.4371251197 -3756140.432695358)
1336405858,48,TT-2056,1336405858,-3756138.8010548283,306829.678610175,1336405858,,,150.9101691,-33.9279925,POINT (306829.678610175 -3756138.801054828)
1336405799,49,TT-2056,1336405799,-3756136.4031113377,306807.4142907961,1336405799,,,150.9099289,-33.92796679999999,POINT (306807.4142907962 -3756136.403111338)
36399151,50,TT-2056,36399151,-3756133.795147145,306787.83706281305,36399151,,,150.9097178,-33.9279397,POINT (306787.8370628131 -3756133.795147145)
6819043935,51,TT-2056,6819043935,-3756123.750745178,306717.2123795206,6819043935,,,150.9089564,-33.9278362,POINT (306717.2123795206 -3756123.750745178)
36399152,52,TT-2056,36399152,-3756120.5671462007,306694.8579712561,36399152,traffic_signals,,150.9087154,-33.9278034,POINT (306694.8579712561 -3756120.5671462)
1834208954,53,TT-2056,1834208954,-3756118.4029475623,306676.9267383283,1834208954,,,150.908522,-33.927780600000006,POINT (306676.9267383283 -3756118.402947563)
6819043932,54,TT-2056,6819043932,-3756111.9220009227,306630.1900318663,6819043932,,,150.9080181,-33.9277136,POINT (306630.1900318663 -3756111.922000923)
6819043926,55,TT-2056,6819043926,-3756087.746511337,306509.9250398998,6819043926,,,150.9067231,-33.927473600000006,POINT (306509.9250398998 -3756087.746511337)
272981779,56,TT-2056,272981779,-3756081.7024013167,306479.8817938875,272981779,,,150.90639960000001,-33.9274136,POINT (306479.8817938875 -3756081.702401317)
286727163,57,TT-2056,286727163,-3756067.040484648,306368.6982554456,286727163,,,150.9052007,-33.927261,POINT (306368.6982554456 -3756067.040484648)
3626149209,58,TT-2056,3626149209,-3756042.920444083,306189.9429470069,3626149209,traffic_signals,,150.9032733,-33.927010700000004,POINT (306189.9429470069 -3756042.920444083)
1834208952,59,TT-2056,1834208952,-3756040.550475829,306175.0685495409,1834208952,,,150.903113,-33.926986600000006,POINT (306175.0685495409 -3756040.550475829)
1834601098,60,TT-2056,1834601098,-3756009.812155637,305962.04799651355,1834601098,,,150.90081659999998,-33.9266703,POINT (305962.0479965135 -3756009.812155636)
2888485066,61,TT-2056,2888485066,-3756004.9483521,305933.50799212034,2888485066,traffic_signals,,150.9005091,-33.92662120000001,POINT (305933.5079921203 -3756004.9483521)
286727173,62,TT-2056,286727173,-3756001.693032474,305911.4936299825,286727173,,,150.9002718,-33.9265878,POINT (305911.4936299825 -3756001.693032474)
1834601097,63,TT-2056,1834601097,-3755998.3903456144,305891.2540783739,1834601097,,,150.90005369999997,-33.92655429999999,POINT (305891.2540783739 -3755998.390345614)
1834208965,64,TT-2056,1834208965,-3755998.096342203,305863.3347119251,1834208965,,,150.8997519,-33.9265465,POINT (305863.3347119251 -3755998.096342203)
6819043924,65,TT-2056,6819043924,-3755998.663053494,305841.6112609661,6819043924,,,150.8995169,-33.9265476,POINT (305841.6112609662 -3755998.663053493)
31879527,66,TT-2056,31879527,-3756004.799352355,305764.62832918897,31879527,traffic_signals,,150.8986832,-33.9265887,POINT (305764.628329189 -3756004.799352355)
6819043920,67,TT-2056,6819043920,-3756003.4200423257,305738.7954801563,6819043920,,,150.8984042,-33.9265715,POINT (305738.7954801563 -3756003.420042326)
2877067408,68,TT-2056,2877067408,-3756002.55364739,305722.59204798506,2877067408,,,150.8982292,-33.9265607,POINT (305722.5920479851 -3756002.55364739)
2877067407,69,TT-2056,2877067407,-3756000.9579193736,305685.66522956546,2877067407,,,150.8978303,-33.926539500000004,POINT (305685.6652295655 -3756000.957919374)
31879528,70,TT-2056,31879528,-3755999.2404252654,305660.10288004106,31879528,,,150.8975543,-33.926519299999995,POINT (305660.1028800411 -3755999.240425266)
2877095128,71,TT-2056,2877095128,-3755998.2925758213,305639.21777114144,2877095128,,,150.89732869999997,-33.92650689999999,POINT (305639.2177711414 -3755998.292575821)
1834601096,72,TT-2056,1834601096,-3755998.749706656,305621.7835693312,1834601096,,,150.89714009999997,-33.926507799999996,POINT (305621.7835693312 -3755998.749706656)
31879529,73,TT-2056,31879529,-3756002.089923798,305594.6877833213,31879529,,,150.89684640000002,-33.9265329,POINT (305594.6877833213 -3756002.089923798)
31879530,74,TT-2056,31879530,-3756008.9826633064,305563.7062744702,31879530,,,150.8965099,-33.926589299999996,POINT (305563.7062744702 -3756008.982663306)
6819043917,75,TT-2056,6819043917,-3756010.5526406486,305556.94046529016,6819043917,,,150.8964364,-33.926602200000005,POINT (305556.9404652902 -3756010.552640649)
31879531,76,TT-2056,31879531,-3756092.3286815006,305205.25322610623,31879531,,,150.89261580000002,-33.9272742,POINT (305205.2532261062 -3756092.328681501)
6819043904,77,TT-2056,6819043904,-3756100.835139036,305168.15480853035,6819043904,,,150.8922128,-33.927344,POINT (305168.1548085304 -3756100.835139036)
6819027078,78,TT-2056,6819027078,-3756106.281657216,305144.4507443132,6819027078,,,150.8919553,-33.9273887,POINT (305144.4507443132 -3756106.281657216)
36399160,79,TT-2056,36399160,-3756112.7041896908,305116.4475164661,36399160,,,150.8916511,-33.9274414,POINT (305116.4475164661 -3756112.704189691)
6819027077,80,TT-2056,6819027077,-3756116.8306170674,305087.87919435423,6819027077,,,150.89134130000002,-33.927473299999996,POINT (305087.8791943542 -3756116.830617067)
6819027075,81,TT-2056,6819027075,-3756120.1163469283,305065.12967002514,6819027075,,,150.8910946,-33.9274987,POINT (305065.1296700251 -3756120.116346928)
3626149205,82,TT-2056,3626149205,-3756124.3464783523,305035.8420965741,3626149205,traffic_signals,,150.890777,-33.9275314,POINT (305035.8420965741 -3756124.346478353)
2296927970,83,TT-2056,2296927970,-3756125.5034119966,305024.3602426997,2296927970,,,150.89065259999998,-33.927539700000004,POINT (305024.3602426997 -3756125.503411997)
176341834,84,TT-2056,176341834,-3756126.4447859437,305016.8879831313,176341834,,,150.89057160000002,-33.9275468,POINT (305016.8879831313 -3756126.444785944)
6819027071,85,TT-2056,6819027071,-3756133.4750320576,304992.2639640773,6819027071,,,150.89030380000003,-33.92760560000001,POINT (304992.2639640773 -3756133.475032058)
6819027067,86,TT-2056,6819027067,-3756135.93052441,304959.72133452946,6819027067,,,150.8899514,-33.9276217,POINT (304959.7213345295 -3756135.93052441)
5513392902,87,TT-2056,5513392902,-3756135.752319991,304917.13572779804,5513392902,,,150.889491,-33.927612200000006,POINT (304917.135727798 -3756135.752319991)
300674581,88,TT-2056,300674581,-3756135.457043541,304894.81204789394,300674581,,,150.8892497,-33.9276054,POINT (304894.8120478939 -3756135.457043541)
272983312,89,TT-2056,272983312,-3756137.608888723,304793.4697891446,272983312,traffic_signals,,150.8881535,-33.927606,POINT (304793.4697891446 -3756137.608888723)
6819027064,90,TT-2056,6819027064,-3756139.7421731683,304745.89104935434,6819027064,,,150.8876386,-33.9276164,POINT (304745.8910493543 -3756139.742173168)
300674587,91,TT-2056,300674587,-3756142.8380696336,304676.9023945491,300674587,,,150.886892,-33.9276315,POINT (304676.9023945491 -3756142.838069634)
36399168,92,TT-2056,36399168,-3756144.276685203,304596.8271374636,36399168,,,150.88602590000002,-33.9276296,POINT (304596.8271374636 -3756144.276685203)
300674590,93,TT-2056,300674590,-3756151.7088281536,304480.61960069236,300674590,,,150.88476780000002,-33.927675,POINT (304480.6196006924 -3756151.708828154)
6819027056,94,TT-2056,6819027056,-3756160.263721032,304413.8707807648,6819027056,,,150.88404419999998,-33.927739700000004,POINT (304413.8707807648 -3756160.263721032)
300674592,95,TT-2056,300674592,-3756164.6676871595,304376.2537557272,300674592,,,150.8836365,-33.9277724,POINT (304376.2537557272 -3756164.667687159)
286727548,96,TT-2056,286727548,-3756173.1105029006,304277.8714400813,286727548,traffic_signals,,150.8825709,-33.9278302,POINT (304277.8714400813 -3756173.110502901)
300674597,97,TT-2056,300674597,-3756174.5843842714,304243.5513630963,300674597,,,150.8821995,-33.927837100000005,POINT (304243.5513630963 -3756174.58438427)
300674594,98,TT-2056,300674594,-3756174.717789677,304189.79011767363,300674594,,,150.8816182,-33.9278283,POINT (304189.7901176736 -3756174.717789677)
36399170,99,TT-2056,36399170,-3756175.402469795,304100.21911691193,36399170,,,150.8806496,-33.92781779999999,POINT (304100.2191169119 -3756175.402469795)
1834208964,100,TT-2056,1834208964,-3756186.853005825,303847.9042543005,1834208964,,,150.877919,-33.927873999999996,POINT (303847.9042543005 -3756186.853005825)
600243485,101,TT-2056,600243485,-3756193.280501135,303718.4964857645,600243485,,,150.8765184,-33.9279078,POINT (303718.4964857645 -3756193.280501135)
7287839419,102,TT-2056,7287839419,-3756195.0583074605,303653.5131603423,7287839419,,,150.87581540000002,-33.9279117,POINT (303653.5131603422 -3756195.058307461)
36399173,103,TT-2056,36399173,-3756197.740118695,303593.65396507434,36399173,,,150.8751676,-33.927924700000005,POINT (303593.6539650743 -3756197.740118695)
36399175,104,TT-2056,36399175,-3756198.847862822,303544.9903996727,36399175,,,150.87464119999999,-33.9279256,POINT (303544.9903996727 -3756198.847862822)
1482662537,105,TT-2056,1482662537,-3756194.232452029,303493.56304120447,1482662537,crossing,,150.8740862,-33.9278744,POINT (303493.5630412045 -3756194.232452028)
258442371,106,TT-2056,258442371,-3756192.055824285,303478.12765715923,258442371,traffic_signals,,150.8739198,-33.9278519,POINT (303478.1276571592 -3756192.055824285)
1482662541,107,TT-2056,1482662541,-3756187.814416231,303454.17741416517,1482662541,,,150.8736618,-33.9278092,POINT (303454.1774141652 -3756187.814416231)
6673046407,108,TT-2056,6673046407,-3756186.635200303,303448.9735491043,6673046407,,,150.8736058,-33.927797600000005,POINT (303448.9735491043 -3756186.635200303)
36399177,109,TT-2056,36399177,-3756181.9424848123,303427.52964312147,36399177,,,150.873375,-33.9277513,POINT (303427.5296431215 -3756181.942484813)
1612739304,110,TT-2056,1612739304,-3756170.2995118606,303376.33559833764,1612739304,,,150.8728241,-33.927636799999995,POINT (303376.3355983376 -3756170.299511861)
1612739287,111,TT-2056,1612739287,-3756157.010295992,303320.5382526893,1612739287,,,150.8722238,-33.9275066,POINT (303320.5382526893 -3756157.010295992)
36399183,112,TT-2056,36399183,-3756141.24711548,303266.881428536,36399183,traffic_signals,,150.87164719999998,-33.9273545,POINT (303266.881428536 -3756141.24711548)
6315740820,113,TT-2056,6315740820,-3756135.9789193417,303247.5248911165,6315740820,,,150.87143909999998,-33.9273034,POINT (303247.5248911165 -3756135.978919342)
1612739324,114,TT-2056,1612739324,-3756131.6803906662,303231.7030857019,1612739324,,,150.87126899999998,-33.9272617,POINT (303231.7030857019 -3756131.680390666)
1612739310,115,TT-2056,1612739310,-3756115.4286442418,303179.69137598283,1612739310,,,150.8707103,-33.927105499999996,POINT (303179.6913759828 -3756115.428644242)
1612739307,116,TT-2056,1612739307,-3756096.872876085,303124.30196748057,1612739307,,,150.8701156,-33.926927899999995,POINT (303124.3019674806 -3756096.872876084)
1612739269,117,TT-2056,1612739269,-3756071.527395991,303058.2088429936,1612739269,,,150.86940669999998,-33.9266871,POINT (303058.2088429936 -3756071.527395991)
1612739301,118,TT-2056,1612739301,-3756050.1242318237,302997.3119977309,1612739301,,,150.8687531,-33.926482799999995,POINT (302997.3119977309 -3756050.124231824)
1612739312,119,TT-2056,1612739312,-3756036.2328909417,302950.3059342444,1612739312,,,150.868248,-33.92634879999999,POINT (302950.3059342444 -3756036.232890942)
1612739311,120,TT-2056,1612739311,-3756030.6571709,302910.0024341058,1612739311,,,150.8678135,-33.926291,POINT (302910.0024341058 -3756030.6571709)
1612739290,121,TT-2056,1612739290,-3756025.401974251,302855.88725100784,1612739290,,,150.86722959999997,-33.9262335,POINT (302855.8872510078 -3756025.401974251)
1821479171,122,TT-2056,1821479171,-3756023.0541096083,302796.96735199203,1821479171,,,150.8665931,-33.926201299999995,POINT (302796.967351992 -3756023.054109607)
528559935,123,TT-2056,528559935,-3756022.6526312456,302780.52318659873,528559935,,,150.86641540000002,-33.9261946,POINT (302780.5231865987 -3756022.652631246)
6315870005,124,TT-2056,6315870005,-3756023.2255352614,302741.2352652439,6315870005,,,150.8659905,-33.9261924,POINT (302741.2352652439 -3756023.225535261)
6315870006,125,TT-2056,6315870006,-3756025.139154008,302702.57642114785,6315870006,,,150.86557209999998,-33.9262024,POINT (302702.5764211479 -3756025.139154008)
1612739309,126,TT-2056,1612739309,-3756028.537387127,302669.895701867,1612739309,,,150.865218,-33.926226899999996,POINT (302669.8957018671 -3756028.537387127)
1612739323,127,TT-2056,1612739323,-3756038.2343754764,302595.798684645,1612739323,,,150.8644147,-33.926300399999995,POINT (302595.798684645 -3756038.234375476)
4180902526,128,TT-2056,4180902526,-3756051.722413895,302490.4629431175,4180902526,,,150.8632728,-33.926402200000005,POINT (302490.4629431175 -3756051.722413895)
1612739314,129,TT-2056,1612739314,-3756058.6514968933,302420.9423527149,1612739314,,,150.8625196,-33.9264516,POINT (302420.9423527149 -3756058.651496893)
4180902530,130,TT-2056,4180902530,-3756060.2038052687,302405.5470408014,4180902530,,,150.86235280000002,-33.9264627,POINT (302405.5470408014 -3756060.203805269)
4180902529,131,TT-2056,4180902529,-3756066.605902812,302360.8126136395,4180902529,,,150.8618677,-33.926512,POINT (302360.8126136395 -3756066.605902812)
1612739325,132,TT-2056,1612739325,-3756080.0618920913,302235.32265213673,1612739325,,,150.86050790000002,-33.9266097,POINT (302235.3226521367 -3756080.061892091)
1821479239,133,TT-2056,1821479239,-3756083.9963071486,302172.22350887593,1821479239,,,150.8598248,-33.9266333,POINT (302172.2235088759 -3756083.996307149)
1612739321,134,TT-2056,1612739321,-3756085.270675423,302149.95954858675,1612739321,,,150.85958380000002,-33.9266406,POINT (302149.9595485867 -3756085.270675423)
1612739313,135,TT-2056,1612739313,-3756085.68543123,302116.78211033513,1612739313,,,150.859225,-33.9266381,POINT (302116.7821103351 -3756085.68543123)
3914290997,136,TT-2056,3914290997,-3756086.250232528,302092.9032340473,3914290997,,,150.8589667,-33.926638700000005,POINT (302092.9032340472 -3756086.250232528)
1612739315,137,TT-2056,1612739315,-3756088.099435245,302009.61583379627,1612739315,,,150.8580658,-33.9266397,POINT (302009.6158337963 -3756088.099435245)
1612739318,138,TT-2056,1612739318,-3756085.1974671762,301956.7608085666,1612739318,,,150.857495,-33.9266036,POINT (301956.7608085666 -3756085.197467176)
290285915,139,TT-2056,290285915,-3756081.545105391,301912.22359284875,290285915,,,150.8570143,-33.92656229999999,POINT (301912.2235928487 -3756081.545105391)
1612739308,140,TT-2056,1612739308,-3756067.605243878,301793.97701961675,1612739308,,,150.855739,-33.9264144,POINT (301793.9770196168 -3756067.605243878)
1612739279,141,TT-2056,1612739279,-3756054.1628033463,301708.2607621191,1612739279,,,150.8548153,-33.9262771,POINT (301708.2607621191 -3756054.162803347)
1612739273,142,TT-2056,1612739273,-3756029.797151174,301585.1705894434,1612739273,,,150.85349,-33.9260343,POINT (301585.1705894434 -3756029.797151174)
1612739292,143,TT-2056,1612739292,-3755967.8452952285,301344.78788147203,1612739292,,,150.8509051,-33.925430600000006,POINT (301344.787881472 -3755967.845295229)
1612739278,144,TT-2056,1612739278,-3755953.4240503376,301287.9720824695,1612739278,,,150.85029409999999,-33.925289899999996,POINT (301287.9720824695 -3755953.424050338)
1612739306,145,TT-2056,1612739306,-3755939.686537623,301234.01922899013,1612739306,,,150.84971389999998,-33.9251559,POINT (301234.0192289901 -3755939.686537622)
1612739294,146,TT-2056,1612739294,-3755919.9447427937,301185.98021684936,1612739294,,,150.849199,-33.9249689,POINT (301185.9802168494 -3755919.944742794)
1847391138,147,TT-2056,1847391138,-3755907.606245085,301161.64529196784,1847391138,,,150.8489387,-33.9248531,POINT (301161.6452919678 -3755907.606245085)
1612739317,148,TT-2056,1612739317,-3755902.4070177283,301151.3711540022,1612739317,,,150.8488288,-33.9248043,POINT (301151.3711540022 -3755902.407017727)
1821430194,149,TT-2056,1821430194,-3755889.379282422,301127.6321474132,1821430194,traffic_signals,,150.8485751,-33.924682399999995,POINT (301127.6321474132 -3755889.379282422)
1836850100,150,TT-2056,1836850100,-3755883.908956968,301118.64721070806,1836850100,,,150.84847919999999,-33.9246314,POINT (301118.6472107081 -3755883.908956968)
1836850098,151,TT-2056,1836850098,-3755875.4109592764,301105.36251570703,1836850098,,,150.8483375,-33.9245523,POINT (301105.362515707 -3755875.410959276)
1836850094,152,TT-2056,1836850094,-3755855.821004541,301112.5455819699,1836850094,,,150.8484196,-33.9243771,POINT (301112.5455819699 -3755855.821004541)
1836850094,153,TT-2056,1836850094,-3755855.821004541,301112.5455819699,1836850094,,,150.8484196,-33.9243771,POINT (301112.5455819699 -3755855.821004541)
1836850096,154,TT-2056,1836850096,-3755864.389392169,301125.11956050154,1836850096,,,150.84855359999997,-33.92445670000001,POINT (301125.1195605015 -3755864.38939217)
1836850100,155,TT-2056,1836850100,-3755883.908956968,301118.64721070806,1836850100,,,150.84847919999999,-33.9246314,POINT (301118.6472107081 -3755883.908956968)
1836850098,156,TT-2056,1836850098,-3755875.4109592764,301105.36251570703,1836850098,,,150.8483375,-33.9245523,POINT (301105.362515707 -3755875.410959276)
1821430243,157,TT-2056,1821430243,-3755869.82602395,301096.0236679709,1821430243,,,150.8482378,-33.924500200000004,POINT (301096.0236679709 -3755869.82602395)
1847391085,158,TT-2056,1847391085,-3755863.2480202927,301086.95071793266,1847391085,,,150.8481412,-33.9244392,POINT (301086.9507179327 -3755863.248020293)
1847391079,159,TT-2056,1847391079,-3755836.4008653,301051.3135302835,1847391079,,,150.84776200000002,-33.9241905,POINT (301051.3135302835 -3755836.4008653)
1847391057,160,TT-2056,1847391057,-3755763.063372975,300956.4561440015,1847391057,,,150.8467531,-33.923511600000005,POINT (300956.4561440015 -3755763.063372975)
1847391052,161,TT-2056,1847391052,-3755738.643495776,300919.3799451321,1847391052,,,150.84635780000002,-33.923284499999994,POINT (300919.3799451321 -3755738.643495776)
1847391045,162,TT-2056,1847391045,-3755730.5752371037,300903.606472738,1847391045,,,150.84618909999998,-33.9232088,POINT (300903.606472738 -3755730.575237104)
300674612,163,TT-2056,300674612,-3755718.976646935,300879.99840954685,300674612,,,150.8459365,-33.923099799999996,POINT (300879.9984095469 -3755718.976646935)
300674608,164,TT-2056,300674608,-3755715.594062829,300855.0828237316,300674608,,,150.8456679,-33.923064600000004,POINT (300855.0828237316 -3755715.594062828)
3696362372,165,TT-2056,3696362372,-3755680.4444555324,300615.7580478408,3696362372,,,150.8430885,-33.9227025,POINT (300615.7580478408 -3755680.444455532)
1847391041,166,TT-2056,1847391041,-3755675.814414711,300584.2394320349,1847391041,,,150.8427488,-33.9226548,POINT (300584.2394320349 -3755675.814414711)
3696362371,167,TT-2056,3696362371,-3755668.7237715325,300534.6598141513,3696362371,,,150.84221440000002,-33.9225815,POINT (300534.6598141513 -3755668.723771533)
1847391012,168,TT-2056,1847391012,-3755639.983956958,300333.8257483117,1847391012,,,150.8400497,-33.922284399999995,POINT (300333.8257483117 -3755639.983956958)
1847391014,169,TT-2056,1847391014,-3755640.763805813,300333.6756667813,1847391014,,,150.8400479,-33.9222914,POINT (300333.6756667813 -3755640.763805813)
1847391016,170,TT-2056,1847391016,-3755641.523030206,300333.4511529664,1847391016,,,150.8400453,-33.9222982,POINT (300333.4511529664 -3755641.523030206)
1847391018,171,TT-2056,1847391018,-3755642.261824749,300333.1429611944,1847391018,,,150.8400418,-33.92230479999999,POINT (300333.1429611944 -3755642.261824748)
1847391020,172,TT-2056,1847391020,-3755642.968514975,300332.77859508584,1847391020,,,150.84003769999998,-33.9223111,POINT (300332.7785950858 -3755642.968514975)
1847391022,173,TT-2056,1847391022,-3755643.632594052,300332.3300841673,1847391022,,,150.8400327,-33.922317,POINT (300332.3300841673 -3755643.632594052)
1847391024,174,TT-2056,1847391024,-3755644.253283568,300331.83441116475,1847391024,,,150.84002719999998,-33.9223225,POINT (300331.8344111647 -3755644.253283568)
1847391026,175,TT-2056,1847391026,-3755644.8198820837,300331.2728512788,1847391026,,,150.840021,-33.9223275,POINT (300331.2728512788 -3755644.819882084)
1847391028,176,TT-2056,1847391028,-3755645.332195007,300330.6546501864,1847391028,,,150.8400142,-33.922332,POINT (300330.6546501864 -3755645.332195007)
1847391030,177,TT-2056,1847391030,-3755645.7789370795,300329.98882011656,1847391030,,,150.84000690000002,-33.9223359,POINT (300329.9888201166 -3755645.778937079)
1847391032,178,TT-2056,1847391032,-3755646.159719092,300329.2938524164,1847391032,,,150.8399993,-33.9223392,POINT (300329.2938524163 -3755646.159719092)
1847391034,179,TT-2056,1847391034,-3755646.463839614,300328.5510222726,1847391034,,,150.8399912,-33.9223418,POINT (300328.5510222726 -3755646.463839614)
1847391036,180,TT-2056,1847391036,-3755646.7018054808,300327.78830014484,1847391036,,,150.83998290000002,-33.92234379999999,POINT (300327.7883001448 -3755646.701805481)
1847391038,181,TT-2056,1847391038,-3755646.8625260363,300327.00545257033,1847391038,,,150.8399744,-33.9223451,POINT (300327.0054525703 -3755646.862526036)
1847391040,182,TT-2056,1847391040,-3755646.9458066737,300326.2117252025,1847391040,,,150.83996580000002,-33.92234570000001,POINT (300326.2117252025 -3755646.945806674)
1847391039,183,TT-2056,1847391039,-3755646.951647394,300325.407118027,1847391039,,,150.8399571,-33.9223456,POINT (300325.407118027 -3755646.951647393)
1847391037,184,TT-2056,1847391037,-3755646.879658968,300324.6101223711,1847391037,,,150.83994850000002,-33.9223448,POINT (300324.6101223711 -3755646.879658968)
1847391035,185,TT-2056,1847391035,-3755646.7296467805,300323.82998389355,1847391035,,,150.83994009999998,-33.922343299999994,POINT (300323.8299838935 -3755646.729646781)
1847391033,186,TT-2056,1847391033,-3755646.501610824,300323.06670257164,1847391033,,,150.8399319,-33.922341100000004,POINT (300323.0667025716 -3755646.501610824)
1847391031,187,TT-2056,1847391031,-3755646.2066417523,300322.32051184354,1847391031,,,150.8399239,-33.9223383,POINT (300322.3205118435 -3755646.206641753)
1847391029,188,TT-2056,1847391029,-3755645.8332596687,300321.60966959485,1847391029,,,150.83991630000003,-33.9223348,POINT (300321.6096695949 -3755645.833259669)
1847391027,189,TT-2056,1847391027,-3755645.3923606025,300320.94365494646,1847391027,,,150.8399092,-33.9223307,POINT (300320.9436549465 -3755645.392360603)
1847391025,190,TT-2056,1847391025,-3755644.8950352017,300320.32270134497,1847391025,,,150.8399026,-33.9223261,POINT (300320.322701345 -3755644.895035202)
1847391023,191,TT-2056,1847391023,-3755644.341088837,300319.75605446985,1847391023,,,150.8398966,-33.922321000000004,POINT (300319.7560544698 -3755644.341088837)
1847391021,192,TT-2056,1847391021,-3755643.7305215006,300319.243714315,1847391021,,,150.83989119999998,-33.922315399999995,POINT (300319.243714315 -3755643.730521501)
1847391019,193,TT-2056,1847391019,-3755643.063138562,300318.7949265669,1847391019,,,150.8398865,-33.9223093,POINT (300318.7949265669 -3755643.063138562)
1847391017,194,TT-2056,1847391017,-3755642.372211984,300318.4103916016,1847391017,,,150.8398825,-33.922303,POINT (300318.4103916016 -3755642.372211984)
1847391015,195,TT-2056,1847391015,-3755641.635365826,300318.09888820164,1847391015,,,150.8398793,-33.9222963,POINT (300318.0988882016 -3755641.635365827)
1847391013,196,TT-2056,1847391013,-3755640.874781395,300317.8608832912,1847391013,,,150.8398769,-33.9222894,POINT (300317.8608832912 -3755640.874781395)
1847391011,197,TT-2056,1847391011,-3755640.090264064,300317.7056225713,1847391011,,,150.83987539999998,-33.9222823,POINT (300317.7056225713 -3755640.090264064)
1847391009,198,TT-2056,1847391009,-3755639.304384387,300317.61508160987,1847391009,,,150.8398746,-33.9222752,POINT (300317.6150816099 -3755639.304384387)
1847391007,199,TT-2056,1847391007,-3755638.505467842,300317.61676401825,1847391007,,,150.83987480000002,-33.922268,POINT (300317.6167640183 -3755638.505467842)
1847391004,200,TT-2056,1847391004,-3755637.7162796077,300317.6833996825,1847391004,,,150.8398757,-33.9222609,POINT (300317.6833996825 -3755637.716279607)
1847460572,201,TT-2056,1847460572,-3755613.92465863,300150.7877291621,1847460572,,,150.8380768,-33.9220148,POINT (300150.7877291621 -3755613.92465863)
300674616,202,TT-2056,300674616,-3755571.744302755,299854.7726689877,300674616,,,150.8348862,-33.9215784,POINT (299854.7726689877 -3755571.744302755)
3759598246,203,TT-2056,3759598246,-3755557.729925492,299759.1104886795,3759598246,,,150.8338552,-33.9214339,POINT (299759.1104886795 -3755557.729925492)
1847460558,204,TT-2056,1847460558,-3755536.1122419713,299611.61721558205,1847460558,,,150.8322656,-33.921211,POINT (299611.6172155821 -3755536.112241971)
34142865,205,TT-2056,34142865,-3755502.791473725,299377.5085228595,34142865,,,150.82974230000002,-33.920866100000005,POINT (299377.5085228595 -3755502.791473725)
2287554889,206,TT-2056,2287554889,-3755499.383729345,299355.0144601383,2287554889,,,150.8294999,-33.9208311,POINT (299355.0144601383 -3755499.383729345)
2287554887,207,TT-2056,2287554887,-3755496.599536737,299337.1400682848,2287554887,,,150.8293073,-33.9208026,POINT (299337.1400682848 -3755496.599536736)
