row_id,title,pipeline,action,classification,confidence,reason,old_relative_path,new_relative_path,size_bytes,sha256_before,sha256_after,checksum_match
paper-2022-08,Maximizing Access In Transit Network Design,UPLOADED,moved,code,medium,code directory hint; subtree preserved,docs/PROVENANCE.md,code/legacy/docs/PROVENANCE.md,1452,40b0d6b7358131dc589ae42b68630ab24ec5a57dc89731472430845a93543b2e,40b0d6b7358131dc589ae42b68630ab24ec5a57dc89731472430845a93543b2e,yes
