stop_id,stop_code,stop_name,stop_lat,stop_lon,location_t,parent_sta,wheelchair,platform_c,mode,route
"216826",216826.000000000000000,"Murragan Park, South Liverpool Rd",-33.910699701642493,150.866723816960018,,,"0",,Bus,
"2170510",2170510.000000000000000,Hoxton Park Rd After Lyn Pde,-33.927679922171585,150.886063813807993,,,"0",,Bus,
"2168245",2168245.000000000000000,Cartwright Av After Hoxton Park Rd,-33.927021144683401,150.890368633416983,,,"0",,Bus,
"2168271",2168271.000000000000000,Cartwright Av After Banks Rd,-33.913569235139292,150.875186811330025,,,"0",,Bus,
"2168270",2168270.000000000000000,Cartwright Av Before Banks Rd,-33.913672978263094,150.875040198006985,,,"0",,Bus,
"216850",216850.000000000000000,South Liverpool Rd At Whitford Rd,-33.910915834773505,150.872170004047007,,,"0",,Bus,
"216858",216858.000000000000000,Lord Howe Dr Before Claremont Cres,-33.909358396991202,150.862091454692006,,,"0",,Bus,
"216859",216859.000000000000000,Lord Howe Dr Before Wilson Rd,-33.910131028958986,150.864460863457992,,,"0",,Bus,
"2171307",2171307.000000000000000,Hoxton Park Rd At Glen Innes Rd,-33.925933972085296,150.852776439773038,,,"0",,Bus,
"2170775",2170775.000000000000000,Hoxton Park Rd Before Hill Rd,-33.926634159498192,150.899171851235991,,,"0",,Bus,
"2170774",2170774.000000000000000,Hoxton Park Rd After Ash Rd,-33.927890002965889,150.881695293484000,,,"0",,Bus,
"2170773",2170773.000000000000000,"Liverpool Catholic Club, Hoxton Park Rd",-33.927983905646585,150.875862105828986,,,"0",,Bus,
"2170476",2170476.000000000000000,Hoxton Park Rd Opp Hill Rd,-33.926251447630499,150.899305723026998,,,"0",,Bus,
"2170477",2170477.000000000000000,Hoxton Park Rd Opp Webster Rd,-33.926824606268099,150.903677436947021,,,"0",,Bus,
"2177125",2177125.000000000000000,Brown T-Way Station - To Liverpool,-33.893694487030103,150.879062442801001,,,"0",,Bus,
"2177124",2177124.000000000000000,Brown T-Way Station - To Parramatta,-33.892978665016905,150.879473017511998,,,"0",,Bus,
"2168224",2168224.000000000000000,Cartwright Av Before Maxwells Av,-33.920628037465995,150.887937377643993,,,"0",,Bus,
"2168225",2168225.000000000000000,"Cartwright Public School, Cartwright Av",-33.924912377783691,150.890088855930998,,,"0",,Bus,
"2168226",2168226.000000000000000,Busby T-Way Station - To Liverpool,-33.907980204205600,150.875538710559027,,,"0",,Bus,
"2168228",2168228.000000000000000,Busby T-Way Station - To Parramatta,-33.907363057611498,150.875391855619000,,,"0",,Bus,
"2170504",2170504.000000000000000,Hoxton Park Rd At Webster Rd,-33.927068835917289,150.903364299687013,,,"0",,Bus,
"202008251",,Wetherill Park Metro Station,-33.849097388430422,150.925081085553074,,,,,Bus,
"202008252",,Wetherill Park Metro Station,-33.849266343832582,150.925061374089495,,,,,Bus,
"202008253",,Edmondson Park Station,-33.968966916495027,150.858856712639522,,,,,Bus,
"202008254",,Edmondson Park Station,-33.968942920907665,150.858895978146137,,,,,Bus,
"202008255",,Bernera Rd at Poziers Rd,-33.963575162507404,150.861043855934014,,,,,Bus,
"202008256",,Bernera Rd at CVW,-33.958558423503256,150.862801824134038,,,,,Bus,
"202008257",,Bernera Rd at CVW,-33.958376965851997,150.863203973523298,,,,,Bus,
"202008258",,Bernera Rd after Woxham St,-33.949748213931542,150.865951900670723,,,,,Bus,
"202008259",,Kurrajong Rd before Bernera Rd,-33.942003873255793,150.866012468996530,,,,,Bus,
"2020082510",,Kurrajong Rd after Mowbray St,-33.941400667006647,150.861433252676647,,,,,Bus,
"2020082511",,Kurrajong Rd after Wingham Rd,-33.938284356939775,150.852832959633218,,,,,Bus,
"2020082512",,Kurrajong Rd before William Buckley Dr,-33.938300717548302,150.852726615677824,,,,,Bus,
"202008261",,Qantas Boulevard at Hall Circuit,-33.919900924978506,150.848536047443730,,,,,Bus,
"202008262",,Qantas Boulevard at Hall Circuit,-33.919894867303839,150.848561792561043,,,,,Bus,
"202008263",,Middleton Grange Town Centre,-33.918491952816467,150.846730772820791,,,,,Bus,
"202008264",,Middleton Grange Town Centre,-33.918511077401988,150.846746420208973,,,,,Bus,
"202008265",,Kingsford Smith Av at Kesley St,-33.917801345623502,150.840857499278229,,,,,Bus,
"202008266",,Kingsford Smith Av at Kesley St,-33.917794710494519,150.840890674923116,,,,,Bus,
"202008267",,MG centre II,-33.919300749992551,150.845683635613625,,,,,Bus,
"202008268",,MG centre II,-33.919269631590353,150.845709567615444,,,,,Bus,
"202008269",,Swoffer Av near Reardon Av,-33.918367604256204,150.844680984748805,,,,,Bus,
"2020082610",,Swoffer Av near Reardon Av,-33.918352849514832,150.844700165912599,,,,,Bus,
"2020082611",,Kelsey St,-33.918224229285585,150.842532137633867,,,,,Bus,
"2020082612",,Kelsey St,-33.918209086849437,150.842568100919721,,,,,Bus,
"2020082613",,Kingsford Smith Av,-33.915265866723722,150.841344143463544,,,,,Bus,
"2020082614",,Kingsford Smith Av,-33.915303076934002,150.841389622609427,,,,,Bus,
"2020082615",,McIver Av,-33.913713084622522,150.842001447960769,,,,,Bus,
"2020082616",,McIver Av,-33.913693094162447,150.842025092428429,,,,,Bus,
"2020082617",,Southern Cross Av,-33.917114410871541,150.845651860730669,,,,,Bus,
"2020082618",,Southern Cross Av,-33.917099298067242,150.845656176679427,,,,,Bus,
"2020082619",,Middelton Dr at Lonergan Av,-33.915736656663896,150.844338700430313,,,,,Bus,
"2020082620",,Middelton Dr at Lonergan Av,-33.915737709614049,150.844365976000631,,,,,Bus,
"2020082621",,Bird Walton Av,-33.913951266147599,150.843692291031516,,,,,Bus,
"2020082622",,Bird Walton Av,-33.913940903162256,150.843715319887849,,,,,Bus,
"2020082623",,Middleton Dr before Hemsworth Av,-33.912012139034587,150.842924308476768,,,,,Bus,
"2020082624",,Middleton Dr after Hemsworth Av,-33.912137806477332,150.842988818663684,,,,,Bus,
"2020082625",,Middleton Dr at Sierra Av,-33.909968237177722,150.843023804045202,,,,,Bus,
"2020082626",,Middleton Dr at Sierra Av,-33.909993370584196,150.843033857407789,,,,,Bus,
"2020082627",,Middleton Dr at Bluey St,-33.908019538989542,150.843758486806507,,,,,Bus,
"2020082628",,Middleton Dr at Bluey St,-33.908015387723729,150.843795579411363,,,,,Bus,
"2020082629",,Middleton Dr at Hemsworth Av,-33.906495875622568,150.845832197603585,,,,,Bus,
"2020082630",,Middleton Dr at Hemsworth Av,-33.906474789905623,150.845839226175912,,,,,Bus,
"2020082631",,Aviation Rd,-33.906128660837538,150.850165019779610,,,,,Bus,
"2020082632",,Aviation Rd,-33.906106599395692,150.850129024795507,,,,,Bus,
"2020082633",,Aviation Rd at Cowpasture Rd,-33.905497115401467,150.855315789734675,,,,,Bus,
"2020082634",,Aviation Rd at Cowpasture Rd,-33.905442018375375,150.855302015478202,,,,,Bus,
"2020082635",,Robey Av,-33.911847279204672,150.841080894229719,,,,,Bus,
"2020082636",,Robey Av,-33.911802382197358,150.841094363331905,,,,,Bus,
"2020082637",,Lockhead Av,-33.910606647413935,150.840465894585464,,,,,Bus,
"2020082638",,Lockhead Av,-33.910580744689497,150.840476255675242,,,,,Bus,
"2020082639",,Sierra Ln,-33.910153665870318,150.842704164452670,,,,,Bus,
"2020082640",,Sierra Ln,-33.910141200748456,150.842719745855021,,,,,Bus,
"2020082641",,Hemsworth Av,-33.912258081812190,150.844824724786235,,,,,Bus,
"2020082642",,Hemsworth Av,-33.912272354623894,150.844796179162813,,,,,Bus,
"2020082643",,Travis St,-33.910748948087587,150.844588276512667,,,,,Bus,
"2020082644",,Travis St,-33.910768413459273,150.844576110655368,,,,,Bus,
"2020082645",,Bradshaw Park,-33.916495851077116,150.879397605464987,,,,,Bus,
"2020082646",,Miller Shopping Centre,-33.918906808788527,150.884071787173525,,,,,Bus,
"202008281",,Bryant Av,-33.920358424419767,150.840363359045142,,,,,Bus,
"202008282",,Bryant Av,-33.920370618247496,150.840373627531648,,,,,Bus,
